"","chrom","wstart","wstop","nco_Lacaune_M","nco_Lacaune_F","nco_Soay_F","nco_Soay_M","coverage_Lacaune_M","coverage_Lacaune_F","coverage_Soay_F","coverage_Soay_M"
"1","1",0,1000000,97,0,9,52,5275.78193,390.444712,2521.094452,2525.833963
"2","1",1000000,2000000,279,2,15,156,8192.139356,469.800748,3418.375899,3316.846814
"3","1",2000000,3000000,205,6,21,112,8597.108782,475,4293.75889,3992.580657
"4","1",3000000,4000000,249,2,31,124,8735.920823,475,4374.206117,4040.267988
"5","1",4000000,5000000,446,11,69,180,8826.697784,477.947432,4422.811057,4095.751477
"6","1",5000000,6000000,298,7,61,163,8902.930184,479,4441.840114,4149.347
"7","1",6000000,7000000,255,9,61,133,8927.040519,479,4444.610932,4151.713552
"8","1",7000000,8000000,181,6,57,83,8939.096157,479.233294,4447.333651,4152.919504
"9","1",8000000,9000000,381,4,73,135,8951.02204,480.991444,4454.431115,4154.728679
"10","1",9000000,10000000,199,6,67,93,8974.748314,482,4467,4156
"11","1",10000000,11000000,115,5,59,71,8977.286509,482.976702,4467,4156
"12","1",11000000,12000000,191,11,80,78,8981.322558,483,4467,4156
"13","1",12000000,13000000,121,7,51,64,8983.47774,483,4467,4156
"14","1",13000000,14000000,143,4,70,71,8984.880415,483,4467,4156
"15","1",14000000,15000000,98,8,69,40,8985.277629,483,4467,4156
"16","1",15000000,16000000,183,8,77,108,8986,483,4467.838577,4156
"17","1",16000000,17000000,145,4,71,65,8986.852775,483,4470,4156
"18","1",17000000,18000000,199,9,59,58,8987,483,4470,4156
"19","1",18000000,19000000,90,5,44,38,8987,483,4470,4156
"20","1",19000000,20000000,39,4,37,15,8987.853843,483,4470,4156
"21","1",20000000,21000000,43,5,41,18,8988,483,4470,4156
"22","1",21000000,22000000,65,6,45,23,8988,483,4470.401503,4156
"23","1",22000000,23000000,82,3,40,29,8988,483,4471,4156
"24","1",23000000,24000000,78,4,22,25,8989.09421,483,4471,4156
"25","1",24000000,25000000,30,6,15,13,8990,483,4471,4156
"26","1",25000000,26000000,31,3,19,10,8990,483,4471,4156
"27","1",26000000,27000000,62,1,20,22,8990,483,4471,4156
"28","1",27000000,28000000,99,5,54,49,8990,483,4471,4156
"29","1",28000000,29000000,147,9,48,74,8990,483,4471,4156
"30","1",29000000,30000000,91,7,53,57,8990,483,4471,4156
"31","1",30000000,31000000,107,6,55,49,8990,483,4471,4156
"32","1",31000000,32000000,160,7,77,61,8990,483,4471,4156
"33","1",32000000,33000000,143,8,74,45,8990.531601,483,4471,4156
"34","1",33000000,34000000,96,10,56,35,8991,483,4471,4156
"35","1",34000000,35000000,106,3,72,60,8991,483,4471,4156
"36","1",35000000,36000000,127,4,58,74,8991,483,4471,4156
"37","1",36000000,37000000,176,7,80,77,8991,483,4471,4156
"38","1",37000000,38000000,98,9,68,45,8991,483,4471,4156
"39","1",38000000,39000000,157,13,86,62,8991,483,4471,4156
"40","1",39000000,40000000,84,3,80,46,8991,483,4471,4156
"41","1",40000000,41000000,73,7,64,61,8991,483,4471,4156
"42","1",41000000,42000000,147,12,73,59,8991,483,4471,4156
"43","1",42000000,43000000,132,12,73,67,8991,483,4471,4156
"44","1",43000000,44000000,131,5,42,50,8991,483,4471,4156
"45","1",44000000,45000000,80,2,31,29,8991,483,4471,4156
"46","1",45000000,46000000,74,4,34,46,8991,483,4471,4156
"47","1",46000000,47000000,117,3,44,27,8991,483,4471,4156
"48","1",47000000,48000000,95,3,32,37,8991,483,4471,4156
"49","1",48000000,49000000,63,4,27,40,8991,483,4471,4156
"50","1",49000000,50000000,70,5,23,38,8991,483,4471,4156
"51","1",50000000,51000000,70,2,26,33,8991,483,4471,4156.233404
"52","1",51000000,52000000,86,5,37,59,8991,483,4471,4157
"53","1",52000000,53000000,77,2,51,50,8991,483,4471,4157
"54","1",53000000,54000000,77,5,53,45,8991,483,4471,4157
"55","1",54000000,55000000,105,6,47,54,8991,483,4471,4157
"56","1",55000000,56000000,58,4,46,41,8991,483,4471,4157
"57","1",56000000,57000000,97,2,27,34,8991,483,4471,4157
"58","1",57000000,58000000,168,5,48,64,8991,483,4471,4157
"59","1",58000000,59000000,130,6,45,36,8991,483,4471,4157
"60","1",59000000,60000000,134,6,83,58,8991,483,4471,4157
"61","1",60000000,61000000,75,5,60,60,8991,483,4471,4157
"62","1",61000000,62000000,73,2,76,55,8991,483,4471,4157
"63","1",62000000,63000000,106,7,63,42,8991,483,4471,4157
"64","1",63000000,64000000,137,8,53,45,8991,483,4471,4157
"65","1",64000000,65000000,92,6,37,36,8991,483,4471,4157
"66","1",65000000,66000000,108,7,55,48,8991,483,4471,4157
"67","1",66000000,67000000,83,8,53,35,8991,483,4471,4157
"68","1",67000000,68000000,41,3,44,13,8991,483,4471,4157
"69","1",68000000,69000000,44,3,34,17,8991,483,4471,4157
"70","1",69000000,70000000,94,5,39,20,8991,483,4471,4157
"71","1",70000000,71000000,100,6,62,56,8991,483,4471,4157
"72","1",71000000,72000000,120,1,49,42,8991,483,4471,4157
"73","1",72000000,73000000,122,5,32,50,8991,483,4471,4157
"74","1",73000000,74000000,151,6,44,61,8991,483,4471,4157
"75","1",74000000,75000000,140,12,38,51,8991,483,4471,4157
"76","1",75000000,76000000,82,5,44,62,8991,483,4471,4157
"77","1",76000000,77000000,113,3,38,55,8991,483,4471,4157
"78","1",77000000,78000000,161,8,50,61,8991,483,4471,4157
"79","1",78000000,79000000,154,2,40,62,8991,483,4471,4157
"80","1",79000000,80000000,78,3,25,39,8991,483,4471,4157
"81","1",80000000,81000000,68,1,10,27,8991,483,4471,4157
"82","1",81000000,82000000,88,0,12,36,8991,483,4471,4157
"83","1",82000000,83000000,111,4,14,40,8991,483,4471,4157
"84","1",83000000,84000000,109,2,47,69,8991,483,4471,4157
"85","1",84000000,85000000,128,5,58,58,8991,483,4471,4157
"86","1",85000000,86000000,100,6,54,58,8991,483,4471,4157
"87","1",86000000,87000000,197,10,68,101,8991,483,4471,4157
"88","1",87000000,88000000,99,9,67,52,8991,483,4471,4157
"89","1",88000000,89000000,139,9,68,66,8991,483,4471,4157
"90","1",89000000,90000000,101,5,60,51,8991,483,4471,4157
"91","1",90000000,91000000,101,5,85,61,8991,483,4471,4157
"92","1",91000000,92000000,122,1,58,59,8991,483,4471,4157
"93","1",92000000,93000000,242,11,79,99,8991,483,4471,4157
"94","1",93000000,94000000,197,4,88,86,8991,483,4471,4157
"95","1",94000000,95000000,246,4,93,104,8991,483,4471,4157
"96","1",95000000,96000000,201,9,75,66,8991,483,4471,4157
"97","1",96000000,97000000,165,8,45,47,8991,483,4471,4157
"98","1",97000000,98000000,98,9,45,44,8991,483,4471,4157
"99","1",98000000,99000000,102,16,59,21,8991,483,4471,4157
"100","1",99000000,100000000,49,8,64,23,8991,483,4471,4157
"101","1",100000000,101000000,121,7,52,45,8991,483,4471,4157
"102","1",101000000,102000000,139,12,68,63,8991,483,4471,4157
"103","1",102000000,103000000,100,2,60,39,8991,483,4471,4157
"104","1",103000000,104000000,146,8,68,55,8991,483,4471,4157
"105","1",104000000,105000000,94,4,31,30,8991,483,4471,4157
"106","1",105000000,106000000,105,7,22,48,8991,483,4471,4157
"107","1",106000000,107000000,144,5,28,75,8991,483,4471,4157
"108","1",107000000,108000000,123,2,19,57,8991,483,4471,4157
"109","1",108000000,109000000,83,2,17,45,8991,483,4471,4157
"110","1",109000000,110000000,143,1,22,62,8991,483,4471,4157
"111","1",110000000,111000000,141,7,23,51,8991,483,4471,4157
"112","1",111000000,112000000,89,3,27,41,8991,483,4471,4157
"113","1",112000000,113000000,71,2,31,33,8991,483,4471,4157
"114","1",113000000,114000000,112,0,6,32,8991,483,4471,4157
"115","1",114000000,115000000,158,2,22,48,8991,483,4471,4157
"116","1",115000000,116000000,92,2,18,54,8991,483,4471,4157
"117","1",116000000,117000000,78,1,9,22,8991,483,4471,4157
"118","1",117000000,118000000,80,0,12,30,8991,483,4471,4157
"119","1",118000000,119000000,17,2,14,24,8991,483,4471,4157
"120","1",119000000,120000000,26,0,10,15,8991,483,4471,4157
"121","1",120000000,121000000,68,3,30,29,8991,483,4471,4157
"122","1",121000000,122000000,52,1,11,36,8991,483,4471,4157
"123","1",122000000,123000000,88,2,14,47,8991,483,4471,4157
"124","1",123000000,124000000,87,1,12,53,8991,483,4471,4157
"125","1",124000000,125000000,148,0,3,78,8991,483,4471,4157
"126","1",125000000,126000000,91,2,13,32,8991,483,4471,4157
"127","1",126000000,127000000,105,0,17,35,8991,483,4471,4157
"128","1",127000000,128000000,73,3,25,50,8991,483,4471,4157
"129","1",128000000,129000000,113,3,51,53,8991,483,4471,4157
"130","1",129000000,130000000,122,5,42,46,8991,483,4471,4157
"131","1",130000000,131000000,84,2,12,29,8991,483,4471,4157
"132","1",131000000,132000000,38,1,19,26,8991,483,4471,4157
"133","1",132000000,133000000,41,0,13,25,8991,483,4471,4157
"134","1",133000000,134000000,43,2,20,28,8991,483,4471,4157
"135","1",134000000,135000000,54,1,22,25,8991,483,4471,4157
"136","1",135000000,136000000,52,5,26,23,8991,483,4471,4157
"137","1",136000000,137000000,34,4,25,27,8991,483,4471,4157
"138","1",137000000,138000000,70,8,34,24,8991,483,4471,4157
"139","1",138000000,139000000,163,8,93,67,8991,483,4471,4157
"140","1",139000000,140000000,159,2,63,49,8991,483,4471,4157
"141","1",140000000,141000000,232,17,111,59,8991,483,4471,4157
"142","1",141000000,142000000,120,8,81,67,8991,483,4471,4157
"143","1",142000000,143000000,111,6,119,59,8991,483,4471,4157
"144","1",143000000,144000000,146,5,66,51,8991,483,4471,4157
"145","1",144000000,145000000,120,12,47,39,8991,483,4471,4157
"146","1",145000000,146000000,183,15,67,88,8991,483,4471,4157
"147","1",146000000,147000000,127,7,42,45,8991,483,4471,4157
"148","1",147000000,148000000,131,3,25,53,8991,483,4471,4157
"149","1",148000000,149000000,58,2,32,29,8991,483,4471,4157
"150","1",149000000,150000000,61,2,21,34,8991,483,4471,4157
"151","1",150000000,151000000,49,3,17,23,8991,483,4471,4157
"152","1",151000000,152000000,104,4,31,31,8991,483,4471,4157
"153","1",152000000,153000000,114,7,32,41,8991,483,4471,4157
"154","1",153000000,154000000,122,4,41,34,8991,483,4471,4157
"155","1",154000000,155000000,106,8,42,37,8991,483,4471,4157
"156","1",155000000,156000000,148,10,62,56,8991,483,4471,4157
"157","1",156000000,157000000,102,10,38,52,8991,483,4471,4157
"158","1",157000000,158000000,89,3,36,52,8991,483,4471,4157
"159","1",158000000,159000000,91,2,15,36,8991,483,4471,4157
"160","1",159000000,160000000,56,2,14,41,8991,483,4471,4157
"161","1",160000000,161000000,76,1,36,20,8991,483,4471,4157
"162","1",161000000,162000000,58,6,31,36,8991,483,4471,4157
"163","1",162000000,163000000,93,6,38,45,8991,483,4471,4157
"164","1",163000000,164000000,76,4,48,29,8991,483,4471,4157
"165","1",164000000,165000000,79,6,43,39,8991,483,4471,4157
"166","1",165000000,166000000,86,1,35,40,8991,483,4471,4157
"167","1",166000000,167000000,60,1,20,40,8991,483,4471,4157
"168","1",167000000,168000000,102,3,13,54,8991,483,4471,4157
"169","1",168000000,169000000,101,3,27,48,8991,483,4471,4157
"170","1",169000000,170000000,166,7,43,58,8991,483,4471,4157
"171","1",170000000,171000000,143,5,64,60,8991,483,4471,4157
"172","1",171000000,172000000,107,7,60,40,8991,483,4471,4157
"173","1",172000000,173000000,88,10,58,49,8991,483,4471,4157
"174","1",173000000,174000000,49,2,38,33,8991,483,4471,4157
"175","1",174000000,175000000,77,11,66,33,8991,483,4471,4157
"176","1",175000000,176000000,141,7,85,60,8991,483,4471,4157
"177","1",176000000,177000000,110,8,83,42,8991,483,4471,4157
"178","1",177000000,178000000,130,6,64,41,8991,483,4471,4157
"179","1",178000000,179000000,103,9,89,81,8991,483,4471,4157
"180","1",179000000,180000000,205,1,85,98,8991,483,4471,4157
"181","1",180000000,181000000,143,10,60,68,8991,483,4471,4157
"182","1",181000000,182000000,142,6,39,51,8991,483,4471,4157
"183","1",182000000,183000000,86,6,38,55,8991,483,4471,4157
"184","1",183000000,184000000,40,5,40,38,8991,483,4471,4157
"185","1",184000000,185000000,43,1,38,24,8991,483,4471,4157
"186","1",185000000,186000000,82,1,36,51,8991,483,4471,4157
"187","1",186000000,187000000,101,1,41,48,8991,483,4471,4157
"188","1",187000000,188000000,135,3,48,51,8991,483,4471,4157
"189","1",188000000,189000000,78,6,32,34,8991,483,4471,4157
"190","1",189000000,190000000,64,4,31,22,8991,483,4471,4157
"191","1",190000000,191000000,79,2,31,35,8991,483,4471,4157
"192","1",191000000,192000000,77,7,51,36,8991,483,4471,4157
"193","1",192000000,193000000,113,6,65,64,8991,483,4471,4157
"194","1",193000000,194000000,102,10,51,47,8991,483,4471,4157
"195","1",194000000,195000000,112,5,59,56,8991,483,4471,4157
"196","1",195000000,196000000,116,4,72,45,8991,483,4471,4157
"197","1",196000000,197000000,187,2,66,53,8991,483,4471,4157
"198","1",197000000,198000000,129,2,76,70,8991,483,4471,4157
"199","1",198000000,199000000,97,7,51,48,8991,483,4471,4157
"200","1",199000000,200000000,152,5,49,76,8991,483,4471,4157
"201","1",200000000,201000000,72,3,31,47,8991,483,4471,4157
"202","1",201000000,202000000,55,4,22,22,8991,483,4471,4157
"203","1",202000000,203000000,85,3,32,41,8991,483,4471,4157
"204","1",203000000,204000000,85,2,30,31,8991,483,4471,4157
"205","1",204000000,205000000,61,6,15,31,8991,483,4471,4157
"206","1",205000000,206000000,112,11,39,30,8991,483,4471,4157
"207","1",206000000,207000000,141,0,39,57,8991,483,4471,4157
"208","1",207000000,208000000,130,7,48,39,8991,483,4471,4157
"209","1",208000000,209000000,124,4,40,65,8991,483,4471,4157
"210","1",209000000,210000000,66,0,43,33,8991,483,4471,4157
"211","1",210000000,211000000,54,3,36,35,8991,483,4471,4157
"212","1",211000000,212000000,168,9,61,71,8991,483,4471,4157
"213","1",212000000,213000000,80,5,33,40,8991,483,4471,4157
"214","1",213000000,214000000,129,4,53,46,8991,483,4471,4157
"215","1",214000000,215000000,90,3,68,49,8991,483,4471,4157
"216","1",215000000,216000000,76,6,60,49,8991,483,4471,4157
"217","1",216000000,217000000,172,6,82,64,8991,483,4471,4157
"218","1",217000000,218000000,109,12,52,53,8991,483,4471,4157
"219","1",218000000,219000000,108,2,39,37,8991,483,4471,4157
"220","1",219000000,220000000,69,2,23,29,8991,483,4471,4157
"221","1",220000000,221000000,58,2,20,39,8991,483,4471,4157
"222","1",221000000,222000000,49,1,23,23,8991,483,4471,4156.464582
"223","1",222000000,223000000,48,5,31,28,8991,483,4471,4156
"224","1",223000000,224000000,63,2,31,34,8991,483,4471,4156
"225","1",224000000,225000000,98,6,41,49,8991,483,4471,4156
"226","1",225000000,226000000,86,6,51,41,8991,483,4471,4156
"227","1",226000000,227000000,66,4,43,35,8991,483,4471,4156
"228","1",227000000,228000000,45,1,61,38,8991,483,4471,4156
"229","1",228000000,229000000,89,1,49,46,8991,483,4471,4156
"230","1",229000000,230000000,83,10,49,37,8991,483,4471,4156
"231","1",230000000,231000000,83,5,40,38,8991,483,4471,4156
"232","1",231000000,232000000,128,7,43,45,8991,483,4471,4156
"233","1",232000000,233000000,89,3,53,56,8991,483,4471,4156
"234","1",233000000,234000000,136,8,32,55,8991,483,4471,4156
"235","1",234000000,235000000,183,3,35,57,8991,483,4471,4156
"236","1",235000000,236000000,142,6,44,41,8991,483,4471,4156
"237","1",236000000,237000000,107,8,56,43,8991,483,4471,4156
"238","1",237000000,238000000,93,5,44,50,8991,483,4471,4156
"239","1",238000000,239000000,60,4,28,33,8991,483,4471,4156
"240","1",239000000,240000000,40,0,38,39,8991,483,4471,4156
"241","1",240000000,241000000,57,2,27,17,8991,483,4471,4156
"242","1",241000000,242000000,54,2,28,23,8991,483,4471,4156
"243","1",242000000,243000000,119,5,69,55,8991,483,4471,4156
"244","1",243000000,244000000,115,13,100,66,8991,483,4471,4156
"245","1",244000000,245000000,87,6,49,39,8991,483,4471,4156
"246","1",245000000,246000000,59,5,54,36,8991,483,4471,4156
"247","1",246000000,247000000,109,7,47,35,8991,483,4471,4156
"248","1",247000000,248000000,47,1,33,21,8991,483,4471,4156
"249","1",248000000,249000000,41,4,36,22,8991,483,4471,4156
"250","1",249000000,250000000,92,0,37,30,8990.406283,483,4471,4156
"251","1",250000000,251000000,31,2,39,25,8990,483,4471,4156
"252","1",251000000,252000000,59,5,25,23,8990,483,4471,4156
"253","1",252000000,253000000,217,10,76,70,8988.62009,483,4466.079427,4156
"254","1",253000000,254000000,105,6,66,33,8987.491055,483,4464,4156
"255","1",254000000,255000000,41,4,26,36,8986.624085,483,4464,4156
"256","1",255000000,256000000,53,3,26,32,8986,483,4464,4156
"257","1",256000000,257000000,90,6,25,45,8986,483,4464,4156
"258","1",257000000,258000000,54,1,40,32,8986,483,4464,4156
"259","1",258000000,259000000,218,10,101,78,8984.625113,482.501224,4461.480868,4155.640124
"260","1",259000000,260000000,102,3,68,68,8983,482,4457,4154.493262
"261","1",260000000,261000000,194,5,79,85,8982.509424,482,4457,4154
"262","1",261000000,262000000,63,2,49,39,8976.922112,481.701575,4457,4154
"263","1",262000000,263000000,162,7,75,88,8967.408953,480.200332,4456.567035,4154
"264","1",263000000,264000000,63,7,52,63,8967,479,4455.256463,4154
"265","1",264000000,265000000,52,4,60,30,8963.960924,479,4453.153765,4153.634053
"266","1",265000000,266000000,219,14,111,67,8949.126745,479,4447.166038,4153
"267","1",266000000,267000000,138,13,109,67,8938.769804,478.03326,4437.327231,4148.618211
"268","1",267000000,268000000,116,9,70,92,8936.128161,478,4427.216794,4146.960681
"269","1",268000000,269000000,446,11,78,170,8918.832749,476.502316,4413.153359,4138.180419
"270","1",269000000,270000000,333,8,58,112,8877.850708,467.879457,4392.238659,4128.370363
"271","1",270000000,271000000,240,4,42,128,8866.268721,466,4359.884468,4088.400965
"272","1",271000000,272000000,228,5,28,113,8835.956363,465.620213,4288.019848,4059.297788
"273","1",272000000,273000000,171,4,23,87,8799.019031,464.79109,4225.593239,4018.789663
"274","1",273000000,274000000,360,0,20,167,8655.865545,457.799629,4140.898223,3960.650115
"275","1",274000000,275000000,295,1,9,115,7859.270999,423.010931,3175.336163,3115.71144
"276","1",275000000,276000000,26,0,1,19,2001.757166,132.602153,966.939829,991.185476
"277","2",0,1000000,46,0,3,16,4483.689068,276.445697,1834.870008,1725.794408
"278","2",1000000,2000000,120,4,17,52,8164.065601,453.057414,3181.598281,2959.275904
"279","2",2000000,3000000,175,0,21,59,8538.362819,465.222768,3979.62953,3685.466424
"280","2",3000000,4000000,303,7,38,139,8651.261651,470.927821,4237.350139,3924.730677
"281","2",4000000,5000000,276,2,16,148,8724.902601,475.803041,4388.595725,4062.188993
"282","2",5000000,6000000,187,5,35,93,8760.071781,481.611795,4411.168909,4078.774909
"283","2",6000000,7000000,336,5,51,134,8835.513824,483,4423.208713,4084.895263
"284","2",7000000,8000000,354,7,95,156,8866.126206,483,4448.870036,4093.121184
"285","2",8000000,9000000,238,8,72,83,8934.054195,483,4457.872448,4099.800106
"286","2",9000000,10000000,144,3,58,92,8961.570684,483,4458,4101
"287","2",10000000,11000000,117,7,71,73,8966.460177,483,4458.979729,4101.582017
"288","2",11000000,12000000,85,4,61,62,8970.604688,483,4462.231424,4143.312672
"289","2",12000000,13000000,163,10,65,66,8973.192995,483,4464,4153.194552
"290","2",13000000,14000000,147,6,101,78,8978.813513,483,4465.815231,4155.979188
"291","2",14000000,15000000,87,8,91,48,8980.840242,483,4466.795258,4156
"292","2",15000000,16000000,162,12,116,74,8981.589082,483,4467.718995,4156
"293","2",16000000,17000000,181,11,98,61,8984.170517,483,4468.024608,4156
"294","2",17000000,18000000,131,7,39,42,8985.165001,483,4469,4156.882091
"295","2",18000000,19000000,86,5,31,27,8986,483,4469,4157
"296","2",19000000,20000000,48,2,13,23,8986,483,4469,4157
"297","2",20000000,21000000,34,1,25,23,8986,483,4469,4157
"298","2",21000000,22000000,103,10,53,58,8986.116166,483,4469,4157
"299","2",22000000,23000000,73,6,66,41,8987,483,4469.139674,4157
"300","2",23000000,24000000,71,7,84,43,8987,483,4470,4157
"301","2",24000000,25000000,99,8,79,23,8987,483,4470,4157
"302","2",25000000,26000000,168,10,85,48,8987,483,4470,4157
"303","2",26000000,27000000,128,12,74,50,8987,483,4470,4157
"304","2",27000000,28000000,61,4,52,36,8987,483,4470,4157
"305","2",28000000,29000000,60,3,55,20,8987,483,4470,4157
"306","2",29000000,30000000,97,5,76,30,8987.449531,483,4470,4157
"307","2",30000000,31000000,109,11,59,44,8988.410787,483,4470,4157
"308","2",31000000,32000000,94,11,79,41,8989,483,4470,4157
"309","2",32000000,33000000,80,4,73,46,8989.325596,483,4470,4157
"310","2",33000000,34000000,68,4,37,18,8990,483,4470,4157
"311","2",34000000,35000000,97,5,50,38,8990,483,4470,4157
"312","2",35000000,36000000,41,8,37,28,8990,483,4470,4157
"313","2",36000000,37000000,43,6,38,19,8990,483,4470,4157
"314","2",37000000,38000000,41,3,19,15,8990,483,4470,4157
"315","2",38000000,39000000,58,2,34,27,8990,483,4470,4157
"316","2",39000000,40000000,99,4,53,53,8990,483,4470,4157
"317","2",40000000,41000000,132,4,31,51,8990,483,4470,4157
"318","2",41000000,42000000,88,7,30,42,8990,483,4470,4157
"319","2",42000000,43000000,116,7,24,60,8990,483,4470,4157
"320","2",43000000,44000000,156,2,30,49,8990,483,4470,4157
"321","2",44000000,45000000,184,4,48,87,8990,483,4470,4157
"322","2",45000000,46000000,97,3,43,61,8990,483,4470,4157
"323","2",46000000,47000000,106,1,21,38,8990.166627,483,4470,4157
"324","2",47000000,48000000,65,1,35,35,8991,483,4470,4157
"325","2",48000000,49000000,90,1,38,33,8991,483,4470,4157
"326","2",49000000,50000000,92,5,35,48,8991,483,4470,4157
"327","2",50000000,51000000,52,1,18,20,8991,483,4470,4157
"328","2",51000000,52000000,107,3,32,40,8991,483,4470,4157
"329","2",52000000,53000000,38,2,23,23,8991,483,4470,4157
"330","2",53000000,54000000,75,6,30,33,8991,483,4470,4157
"331","2",54000000,55000000,93,3,43,67,8991,483,4470,4157
"332","2",55000000,56000000,107,6,38,63,8991,483,4470,4157
"333","2",56000000,57000000,68,3,41,37,8991,483,4470,4157
"334","2",57000000,58000000,123,3,42,56,8991,483,4470,4157
"335","2",58000000,59000000,120,13,66,52,8991,483,4470,4157
"336","2",59000000,60000000,93,8,64,54,8991,483,4470,4157
"337","2",60000000,61000000,116,8,58,29,8991,483,4470,4157
"338","2",61000000,62000000,105,9,45,51,8991,483,4470,4157
"339","2",62000000,63000000,124,5,47,48,8991,483,4470,4157
"340","2",63000000,64000000,115,10,47,37,8991,483,4470,4157
"341","2",64000000,65000000,104,1,65,63,8991,483,4470,4157
"342","2",65000000,66000000,96,5,62,66,8991,483,4470,4157
"343","2",66000000,67000000,96,7,59,58,8991,483,4470,4157
"344","2",67000000,68000000,120,4,55,54,8991,483,4470,4157
"345","2",68000000,69000000,62,4,44,44,8991,483,4470.827283,4157
"346","2",69000000,70000000,149,5,70,53,8991,483,4471,4157
"347","2",70000000,71000000,129,7,64,50,8991,483,4471,4157
"348","2",71000000,72000000,138,10,95,50,8991,483,4471,4157
"349","2",72000000,73000000,75,6,49,36,8991,483,4471,4157
"350","2",73000000,74000000,39,2,24,31,8991,483,4471,4157
"351","2",74000000,75000000,64,3,32,27,8991,483,4471,4157
"352","2",75000000,76000000,168,4,43,70,8991,483,4471,4157
"353","2",76000000,77000000,126,7,59,73,8991,483,4471,4157
"354","2",77000000,78000000,139,6,50,41,8991,483,4471,4157
"355","2",78000000,79000000,83,5,38,57,8991,483,4471,4157
"356","2",79000000,80000000,72,4,40,34,8991,483,4471,4157
"357","2",80000000,81000000,75,5,52,56,8991,483,4471,4157
"358","2",81000000,82000000,137,3,48,58,8991,483,4471,4157
"359","2",82000000,83000000,151,7,70,55,8991,483,4471,4157
"360","2",83000000,84000000,86,10,52,42,8991,483,4471,4157
"361","2",84000000,85000000,232,9,98,85,8991,483,4471,4157
"362","2",85000000,86000000,162,9,80,69,8991,483,4471,4157
"363","2",86000000,87000000,117,1,57,48,8991,483,4471,4157
"364","2",87000000,88000000,112,7,38,54,8991,483,4471,4157
"365","2",88000000,89000000,122,7,77,70,8991,483,4471,4157
"366","2",89000000,90000000,85,6,56,52,8991,483,4471,4157
"367","2",90000000,91000000,89,6,46,60,8991,483,4471,4157
"368","2",91000000,92000000,123,3,25,51,8991,483,4471,4157
"369","2",92000000,93000000,148,3,28,52,8991,483,4471,4157
"370","2",93000000,94000000,170,3,27,47,8991,483,4471,4157
"371","2",94000000,95000000,104,3,35,50,8991,483,4471,4157
"372","2",95000000,96000000,143,5,42,56,8991,483,4471,4157
"373","2",96000000,97000000,183,0,18,81,8991,483,4471,4157
"374","2",97000000,98000000,88,0,13,49,8991,483,4471,4157
"375","2",98000000,99000000,101,1,20,40,8991,483,4471,4157
"376","2",99000000,100000000,85,5,28,38,8991,483,4471,4157
"377","2",100000000,101000000,71,5,42,36,8991,483,4471,4157
"378","2",101000000,102000000,96,8,37,37,8991,483,4471,4157
"379","2",102000000,103000000,82,6,39,40,8991,483,4471,4157
"380","2",103000000,104000000,163,9,36,52,8991,483,4471,4157
"381","2",104000000,105000000,65,2,38,44,8991,483,4471,4157
"382","2",105000000,106000000,80,4,34,38,8991,483,4471,4157
"383","2",106000000,107000000,60,1,14,29,8991,483,4471,4157
"384","2",107000000,108000000,63,2,13,23,8991,483,4471,4157
"385","2",108000000,109000000,48,0,10,20,8991,483,4471,4157
"386","2",109000000,110000000,34,0,11,13,8991,483,4471,4157
"387","2",110000000,111000000,18,0,7,16,8991,483,4471,4157
"388","2",111000000,112000000,20,2,9,18,8991,483,4471,4157
"389","2",112000000,113000000,9,4,7,18,8991,483,4471,4157
"390","2",113000000,114000000,17,0,11,16,8991,483,4471,4157
"391","2",114000000,115000000,23,1,8,19,8991,483,4471,4157
"392","2",115000000,116000000,23,0,9,17,8991,483,4471,4157
"393","2",116000000,117000000,42,0,8,17,8991,483,4471,4157
"394","2",117000000,118000000,158,1,12,22,8991,483,4471,4157
"395","2",118000000,119000000,101,2,31,25,8991,483,4471,4157
"396","2",119000000,120000000,69,5,18,25,8991,483,4471,4157
"397","2",120000000,121000000,65,0,17,21,8991,483,4471,4157
"398","2",121000000,122000000,116,4,20,30,8991,483,4471,4157
"399","2",122000000,123000000,39,0,13,18,8991,483,4471,4157
"400","2",123000000,124000000,34,2,21,24,8991,483,4471,4157
"401","2",124000000,125000000,50,1,27,32,8991,483,4471,4157
"402","2",125000000,126000000,73,0,25,33,8991,483,4471,4157
"403","2",126000000,127000000,171,6,31,48,8991,483,4471,4157
"404","2",127000000,128000000,141,2,47,50,8991,483,4471,4157
"405","2",128000000,129000000,80,5,51,34,8991,483,4471,4157
"406","2",129000000,130000000,89,7,74,52,8991,483,4471,4157
"407","2",130000000,131000000,141,5,87,79,8991,483,4471,4157
"408","2",131000000,132000000,273,20,89,78,8991,483,4471,4157
"409","2",132000000,133000000,88,10,70,42,8991,483,4471,4157
"410","2",133000000,134000000,109,7,81,46,8991,483,4471,4157
"411","2",134000000,135000000,123,15,82,62,8991,483,4471,4157
"412","2",135000000,136000000,174,4,76,73,8991,483,4471,4157
"413","2",136000000,137000000,128,10,87,74,8991,483,4471,4157
"414","2",137000000,138000000,109,5,56,64,8991,483,4471,4157
"415","2",138000000,139000000,84,8,58,73,8991,483,4471,4157
"416","2",139000000,140000000,162,10,53,81,8991,483,4471,4157
"417","2",140000000,141000000,227,8,69,76,8991,483,4471,4157
"418","2",141000000,142000000,140,4,51,58,8991,483,4471,4157
