"","chrom","wstart","wstop","nco_Lacaune_M","nco_Lacaune_F","nco_Soay_F","nco_Soay_M","coverage_Lacaune_M","coverage_Lacaune_F","coverage_Soay_F","coverage_Soay_M"
"419","2",142000000,143000000,100,5,56,50,8991,483,4471,4157
"420","2",143000000,144000000,138,8,58,65,8991,483,4471,4157
"421","2",144000000,145000000,115,6,58,37,8991,483,4471,4157
"422","2",145000000,146000000,134,7,74,59,8991,483,4471,4157
"423","2",146000000,147000000,109,3,38,40,8991,483,4471,4157
"424","2",147000000,148000000,71,7,48,32,8991,483,4471,4157
"425","2",148000000,149000000,95,7,54,43,8991,483,4471,4157
"426","2",149000000,150000000,146,9,54,49,8991,483,4471,4157
"427","2",150000000,151000000,124,5,64,41,8991,483,4471,4157
"428","2",151000000,152000000,186,11,67,72,8991,483,4471,4157
"429","2",152000000,153000000,100,6,32,40,8991,483,4471,4157
"430","2",153000000,154000000,65,5,24,32,8991,483,4471,4157
"431","2",154000000,155000000,80,5,32,43,8991,483,4471,4157
"432","2",155000000,156000000,80,4,33,39,8991,483,4471,4157
"433","2",156000000,157000000,97,9,65,52,8991,483,4471,4157
"434","2",157000000,158000000,123,10,41,41,8991,483,4471,4157
"435","2",158000000,159000000,92,6,57,37,8991,483,4471,4157
"436","2",159000000,160000000,91,6,57,36,8991,483,4471,4157
"437","2",160000000,161000000,57,1,43,33,8991,483,4471,4157
"438","2",161000000,162000000,47,1,41,42,8991,483,4471,4157
"439","2",162000000,163000000,143,4,64,52,8991,483,4471,4157
"440","2",163000000,164000000,73,4,50,29,8991,483,4471,4157
"441","2",164000000,165000000,105,3,43,57,8991,483,4471,4157
"442","2",165000000,166000000,111,8,62,40,8991,483,4471,4157
"443","2",166000000,167000000,50,2,43,23,8991,483,4471,4157
"444","2",167000000,168000000,133,5,45,53,8991,483,4471,4157
"445","2",168000000,169000000,107,6,51,39,8991,483,4471,4157
"446","2",169000000,170000000,107,2,30,38,8991,483,4471,4157
"447","2",170000000,171000000,86,2,26,46,8991,483,4471,4157
"448","2",171000000,172000000,89,5,38,36,8991,483,4471,4157
"449","2",172000000,173000000,86,1,36,39,8991,483,4471,4157
"450","2",173000000,174000000,66,2,53,33,8991,483,4471,4157
"451","2",174000000,175000000,77,4,49,38,8991,483,4471,4157
"452","2",175000000,176000000,67,4,41,47,8991,483,4471,4157
"453","2",176000000,177000000,42,1,29,39,8991,483,4471,4157
"454","2",177000000,178000000,58,0,38,38,8991,483,4471,4157
"455","2",178000000,179000000,112,6,28,41,8991,483,4471,4157
"456","2",179000000,180000000,90,3,20,27,8991,483,4471,4157
"457","2",180000000,181000000,68,1,15,33,8991,483,4471,4157
"458","2",181000000,182000000,68,2,19,37,8991,483,4471,4157
"459","2",182000000,183000000,109,5,39,24,8991,483,4471,4157
"460","2",183000000,184000000,115,8,29,43,8991,483,4471,4157
"461","2",184000000,185000000,71,3,46,25,8991,483,4471,4157
"462","2",185000000,186000000,57,5,33,41,8991,483,4471,4157
"463","2",186000000,187000000,134,6,40,62,8991,483,4471,4157
"464","2",187000000,188000000,128,1,23,48,8991,483,4471,4157
"465","2",188000000,189000000,88,2,34,54,8991,483,4471,4157
"466","2",189000000,190000000,47,3,24,24,8991,483,4471,4157
"467","2",190000000,191000000,58,1,12,28,8991,483,4471,4157
"468","2",191000000,192000000,61,4,23,29,8991,483,4471,4157
"469","2",192000000,193000000,58,6,44,35,8991,483,4471,4157
"470","2",193000000,194000000,101,3,36,36,8991,483,4471,4157
"471","2",194000000,195000000,51,8,9,42,8991,483,4471,4157
"472","2",195000000,196000000,48,3,30,29,8991,483,4471,4157
"473","2",196000000,197000000,50,4,42,19,8990.126874,483,4471,4157
"474","2",197000000,198000000,93,5,39,44,8990,483,4471,4157
"475","2",198000000,199000000,99,3,34,51,8990,483,4471,4157
"476","2",199000000,200000000,154,7,63,44,8990,483,4471,4156.626176
"477","2",200000000,201000000,116,5,61,52,8990,483,4471,4156
"478","2",201000000,202000000,112,8,45,41,8990,483,4471,4156
"479","2",202000000,203000000,79,6,65,56,8990,483,4471,4156
"480","2",203000000,204000000,55,2,62,36,8990,483,4471,4156
"481","2",204000000,205000000,102,3,57,50,8990,483,4471,4155.139494
"482","2",205000000,206000000,155,7,68,43,8990,483,4471,4154
"483","2",206000000,207000000,117,13,80,66,8990,483,4471,4154
"484","2",207000000,208000000,182,4,84,78,8990,483,4471,4153.609417
"485","2",208000000,209000000,95,5,81,53,8990,483,4471,4153
"486","2",209000000,210000000,42,3,33,42,8990,483,4471,4153
"487","2",210000000,211000000,100,4,34,31,8990,483,4471,4153
"488","2",211000000,212000000,76,9,34,39,8990,483,4471,4153
"489","2",212000000,213000000,145,2,47,46,8990,483,4471,4153
"490","2",213000000,214000000,123,4,29,52,8990,483,4471,4153
"491","2",214000000,215000000,92,1,34,46,8990,483,4471,4153
"492","2",215000000,216000000,95,3,36,41,8989.844761,483,4471,4153
"493","2",216000000,217000000,195,3,46,65,8989,483,4471,4153
"494","2",217000000,218000000,106,4,54,56,8989,483,4471,4153
"495","2",218000000,219000000,87,8,46,43,8989,483,4471,4153
"496","2",219000000,220000000,69,7,61,31,8989,483,4471,4153
"497","2",220000000,221000000,102,13,74,53,8989,483,4471,4153
"498","2",221000000,222000000,146,7,95,71,8986.528108,483,4471,4153
"499","2",222000000,223000000,171,9,82,67,8976.082762,483,4471,4153
"500","2",223000000,224000000,119,5,82,42,8975,483,4471,4153
"501","2",224000000,225000000,75,2,54,40,8975,483,4471,4153
"502","2",225000000,226000000,109,3,73,54,8975,483,4471,4153
"503","2",226000000,227000000,108,11,68,68,8975,483,4471,4153
"504","2",227000000,228000000,146,9,54,67,8975,483,4471,4151.841022
"505","2",228000000,229000000,118,5,76,57,8973.847023,483,4471,4151
"506","2",229000000,230000000,114,6,84,60,8972.880901,483,4471,4151
"507","2",230000000,231000000,124,8,79,42,8971.359001,483,4467.39597,4151
"508","2",231000000,232000000,113,4,55,41,8970.655822,483,4466,4151
"509","2",232000000,233000000,64,4,42,26,8969.22485,483,4466,4151
"510","2",233000000,234000000,63,2,59,39,8968,483,4466,4150.461442
"511","2",234000000,235000000,58,10,57,41,8967.333283,483,4466,4149.128663
"512","2",235000000,236000000,136,3,65,91,8967,483,4462.019997,4138.987278
"513","2",236000000,237000000,271,9,60,102,8965.055824,483,4442.063448,4122.17978
"514","2",237000000,238000000,177,2,63,87,8962.262979,483,4440.261566,4118.025074
"515","2",238000000,239000000,98,4,57,60,8960.643447,483,4437.864462,4116.169582
"516","2",239000000,240000000,104,6,62,66,8957.831971,483,4432.681933,4112.3169
"517","2",240000000,241000000,182,4,45,91,8952.358633,483,4422.217321,4105.643631
"518","2",241000000,242000000,316,5,48,114,8946.777108,483,4401.164986,4060.720206
"519","2",242000000,243000000,203,6,41,84,8934.8182,483,4371.647949,4051.596514
"520","2",243000000,244000000,473,8,45,126,8885.106242,481.971746,4348.367182,4037.918108
"521","2",244000000,245000000,245,3,28,110,8814.60571,481,4267.06757,4004.518802
"522","2",245000000,246000000,183,1,20,104,8785.521067,475.898098,4225.92177,3928.937744
"523","2",246000000,247000000,234,3,19,107,8737.760911,474.418423,4087.725966,3793.995884
"524","2",247000000,248000000,360,1,14,140,8424.856271,466.84113,3580.898223,3355.588607
"525","2",248000000,249000000,76,0,6,38,5014.002146,303.708743,1759.303634,1761.482648
"526","3",0,1000000,58,0,0,13,4570.874097,298.082095,1132.39011,975.824788
"527","3",1000000,2000000,259,4,4,111,7844.637734,441.756789,2766.281812,2569.980022
"528","3",2000000,3000000,340,8,11,141,8497.99037,469.573723,3978.367328,3684.510786
"529","3",3000000,4000000,280,5,23,104,8730.231445,474,4270.811402,4047.429242
"530","3",4000000,5000000,247,4,30,95,8828.640461,475.058338,4352.745908,4111.022905
"531","3",5000000,6000000,290,8,43,128,8860.611967,479.392089,4382.344429,4129.030009
"532","3",6000000,7000000,274,6,41,119,8912.986624,482.153135,4416.092802,4143.834983
"533","3",7000000,8000000,121,3,40,52,8941.366773,483,4424.340863,4149.215265
"534","3",8000000,9000000,100,2,28,52,8953.326928,483,4425.687946,4150.882933
"535","3",9000000,10000000,197,14,37,79,8962.438389,483,4433.655716,4151.439797
"536","3",10000000,11000000,95,4,36,57,8972.030824,483,4450.675238,4152.404786
"537","3",11000000,12000000,101,7,38,33,8974.387519,483,4453.904749,4154.598985
"538","3",12000000,13000000,51,3,41,24,8976.373767,483,4456.058592,4155.373767
"539","3",13000000,14000000,141,2,51,62,8979.017611,483,4465.017634,4156
"540","3",14000000,15000000,165,12,94,78,8982.951163,483,4467.1752,4156
"541","3",15000000,16000000,170,10,85,76,8985.590373,483,4468.477887,4156
"542","3",16000000,17000000,296,15,112,118,8986.06166,483,4470,4156
"543","3",17000000,18000000,134,15,78,81,8987.331278,483,4470.537227,4156
"544","3",18000000,19000000,116,9,41,54,8988,483,4471,4156
"545","3",19000000,20000000,135,10,59,63,8988,483,4471,4156.827023
"546","3",20000000,21000000,102,4,66,66,8988,483,4471,4157
"547","3",21000000,22000000,108,6,80,69,8989.859447,483,4471,4157
"548","3",22000000,23000000,149,8,37,64,8991,483,4471,4157
"549","3",23000000,24000000,91,4,65,57,8991,483,4471,4157
"550","3",24000000,25000000,164,8,69,54,8991,483,4471,4157
"551","3",25000000,26000000,111,6,66,49,8991,483,4471,4157
"552","3",26000000,27000000,150,9,88,67,8991,483,4471,4157
"553","3",27000000,28000000,96,12,84,36,8991,483,4471,4157
"554","3",28000000,29000000,89,5,44,31,8991,483,4471,4157
"555","3",29000000,30000000,146,6,52,47,8991,483,4471,4157
"556","3",30000000,31000000,169,10,78,77,8991,483,4471,4157
"557","3",31000000,32000000,121,3,51,53,8991,483,4471,4157
"558","3",32000000,33000000,123,3,72,47,8991,483,4471,4157
"559","3",33000000,34000000,76,3,48,23,8991,483,4471,4157
"560","3",34000000,35000000,49,3,47,21,8991,483,4471,4157
"561","3",35000000,36000000,59,5,49,24,8991,483,4471,4157
"562","3",36000000,37000000,71,5,67,37,8991,483,4471,4157
"563","3",37000000,38000000,83,5,82,72,8991,483,4471,4157
"564","3",38000000,39000000,116,9,78,62,8991,483,4471,4157
"565","3",39000000,40000000,196,16,83,77,8991,483,4471,4157
"566","3",40000000,41000000,85,5,56,39,8991,483,4471,4157
"567","3",41000000,42000000,198,13,70,68,8991,483,4471,4157
"568","3",42000000,43000000,113,4,83,64,8991,483,4471,4157
"569","3",43000000,44000000,70,0,45,41,8991,483,4471,4157
"570","3",44000000,45000000,70,5,11,39,8991,483,4471,4157
"571","3",45000000,46000000,61,1,20,34,8991,483,4471,4157
"572","3",46000000,47000000,87,1,28,45,8991,483,4471,4157
"573","3",47000000,48000000,79,0,22,39,8991,483,4471,4157
"574","3",48000000,49000000,86,1,7,47,8991,483,4471,4157
"575","3",49000000,50000000,97,0,12,30,8991,483,4471,4157
"576","3",50000000,51000000,113,2,19,40,8991,483,4471,4157
"577","3",51000000,52000000,77,0,21,59,8991,483,4471,4157
"578","3",52000000,53000000,72,0,15,27,8991,483,4471,4157
"579","3",53000000,54000000,46,1,6,26,8991,483,4471,4157
"580","3",54000000,55000000,28,3,5,20,8991,483,4471,4157
"581","3",55000000,56000000,85,5,27,30,8991,483,4471,4157
"582","3",56000000,57000000,144,7,41,53,8991,483,4471,4157
"583","3",57000000,58000000,140,8,56,49,8991,483,4471,4157
"584","3",58000000,59000000,140,2,65,51,8991,483,4471,4157
"585","3",59000000,60000000,88,0,59,53,8991,483,4471,4157
"586","3",60000000,61000000,103,4,34,30,8991,483,4471,4157
"587","3",61000000,62000000,83,7,46,44,8991,483,4471,4157
"588","3",62000000,63000000,53,7,34,37,8991,483,4471,4157
"589","3",63000000,64000000,96,5,60,51,8991,483,4471,4157
"590","3",64000000,65000000,198,8,56,81,8991,483,4471,4157
"591","3",65000000,66000000,156,11,56,59,8991,483,4471,4157
"592","3",66000000,67000000,73,3,42,46,8991,483,4471,4157
"593","3",67000000,68000000,71,2,17,27,8991,483,4471,4157
"594","3",68000000,69000000,54,5,25,26,8991,483,4471,4157
"595","3",69000000,70000000,73,5,37,23,8991,483,4471,4157
"596","3",70000000,71000000,165,6,31,40,8991,483,4471,4157
"597","3",71000000,72000000,60,2,27,39,8991,483,4471,4157
"598","3",72000000,73000000,76,1,20,37,8991,483,4471,4157
"599","3",73000000,74000000,238,6,76,83,8991,483,4471,4157
"600","3",74000000,75000000,213,3,52,66,8991,483,4471,4157
"601","3",75000000,76000000,91,4,53,70,8991,483,4471,4157
"602","3",76000000,77000000,124,6,71,55,8991,483,4471,4157
"603","3",77000000,78000000,118,7,86,59,8991,483,4471,4157
"604","3",78000000,79000000,105,8,81,59,8991,483,4471,4157
"605","3",79000000,80000000,99,7,84,62,8991,483,4471,4157
"606","3",80000000,81000000,94,4,71,61,8991,483,4471,4157
"607","3",81000000,82000000,90,7,52,39,8991,483,4471,4157
"608","3",82000000,83000000,91,6,66,78,8991,483,4471,4157
"609","3",83000000,84000000,131,6,59,53,8991,483,4471,4157
"610","3",84000000,85000000,120,8,79,52,8991,483,4471,4157
"611","3",85000000,86000000,104,10,62,50,8991,483,4471,4157
"612","3",86000000,87000000,143,7,60,41,8991,483,4471,4157
"613","3",87000000,88000000,167,8,43,52,8991,483,4471,4157
"614","3",88000000,89000000,107,1,22,45,8991,483,4471,4157
"615","3",89000000,90000000,99,1,28,49,8991,483,4471,4157
"616","3",90000000,91000000,82,3,33,44,8991,483,4471,4157
"617","3",91000000,92000000,97,4,36,54,8991,483,4471,4157
"618","3",92000000,93000000,153,3,37,47,8991,483,4471,4157
"619","3",93000000,94000000,91,11,61,53,8991,483,4471,4157
"620","3",94000000,95000000,180,8,30,53,8991,483,4471,4157
"621","3",95000000,96000000,124,9,53,46,8991,483,4471,4157
"622","3",96000000,97000000,67,4,32,30,8991,483,4471,4157
"623","3",97000000,98000000,107,10,51,55,8991,483,4471,4157
"624","3",98000000,99000000,225,3,56,83,8991,483,4471,4157
"625","3",99000000,100000000,132,6,31,65,8991,483,4471,4157
"626","3",100000000,101000000,134,4,29,64,8991,483,4471,4157
"627","3",101000000,102000000,179,5,17,51,8991,483,4471,4157
"628","3",102000000,103000000,68,1,13,44,8991,483,4471,4157
"629","3",103000000,104000000,46,2,11,19,8991,483,4471,4157
"630","3",104000000,105000000,62,2,10,29,8991,483,4471,4157
"631","3",105000000,106000000,55,0,6,22,8991,483,4471,4157
"632","3",106000000,107000000,32,1,7,13,8991,483,4471,4157
"633","3",107000000,108000000,14,0,8,22,8991,483,4471,4157
"634","3",108000000,109000000,39,2,8,24,8991,483,4471,4157
"635","3",109000000,110000000,35,0,6,18,8991,483,4471,4157
"636","3",110000000,111000000,63,0,11,24,8991,483,4471,4157
"637","3",111000000,112000000,84,3,17,51,8991,483,4471,4157
"638","3",112000000,113000000,114,7,24,41,8991,483,4471,4157
"639","3",113000000,114000000,124,5,30,44,8991,483,4471,4157
"640","3",114000000,115000000,83,1,31,33,8991,483,4471,4157
"641","3",115000000,116000000,99,4,32,56,8991,483,4471,4157
"642","3",116000000,117000000,128,9,51,50,8991,483,4471,4157
"643","3",117000000,118000000,198,5,58,67,8991,483,4471,4157
"644","3",118000000,119000000,93,1,23,44,8991,483,4471,4157
"645","3",119000000,120000000,123,1,32,66,8991,483,4471,4157
"646","3",120000000,121000000,83,7,43,53,8991,483,4471,4157
"647","3",121000000,122000000,142,6,38,49,8991,483,4471,4157
"648","3",122000000,123000000,132,10,43,59,8991,483,4471,4157
"649","3",123000000,124000000,115,2,40,37,8991,483,4471,4157
"650","3",124000000,125000000,146,7,62,67,8991,483,4471,4157
"651","3",125000000,126000000,167,8,58,69,8991,483,4471,4157
"652","3",126000000,127000000,120,16,90,56,8991,483,4471,4157
"653","3",127000000,128000000,176,9,63,72,8991,483,4471,4157
"654","3",128000000,129000000,249,11,83,81,8991,483,4471,4157
"655","3",129000000,130000000,119,9,56,56,8991,483,4471,4157
"656","3",130000000,131000000,153,8,79,83,8991,483,4471,4157
"657","3",131000000,132000000,51,4,51,24,8991,483,4471,4157
"658","3",132000000,133000000,54,5,35,34,8991,483,4471,4157
"659","3",133000000,134000000,126,7,82,49,8991,483,4471,4157
"660","3",134000000,135000000,127,8,44,40,8991,483,4471,4157
"661","3",135000000,136000000,102,7,46,43,8991,483,4471,4157
"662","3",136000000,137000000,69,6,48,31,8991,483,4471,4157
"663","3",137000000,138000000,81,3,49,43,8991,483,4471,4157
"664","3",138000000,139000000,68,4,48,41,8991,483,4471,4157
"665","3",139000000,140000000,164,5,61,79,8991,483,4471,4157
"666","3",140000000,141000000,103,1,35,51,8991,483,4471,4157
"667","3",141000000,142000000,118,4,45,57,8991,483,4471,4157
"668","3",142000000,143000000,168,3,38,74,8991,483,4471,4157
"669","3",143000000,144000000,121,7,29,62,8991,483,4471,4157
"670","3",144000000,145000000,115,3,35,69,8991,483,4471,4157
"671","3",145000000,146000000,132,3,55,63,8991,483,4471,4157
"672","3",146000000,147000000,112,0,33,47,8991,483,4471,4157
"673","3",147000000,148000000,107,2,24,38,8991,483,4471,4157
"674","3",148000000,149000000,119,6,42,52,8991,483,4471,4157
"675","3",149000000,150000000,101,12,73,34,8991,483,4471,4157
"676","3",150000000,151000000,133,10,65,61,8991,483,4471,4157
"677","3",151000000,152000000,96,3,81,45,8991,483,4471,4157
"678","3",152000000,153000000,167,5,82,77,8991,483,4471,4157
"679","3",153000000,154000000,207,8,81,100,8991,483,4471,4157
"680","3",154000000,155000000,144,9,82,57,8991,483,4471,4157
"681","3",155000000,156000000,69,3,55,41,8991,483,4471,4157
"682","3",156000000,157000000,110,2,57,63,8991,483,4471,4157
"683","3",157000000,158000000,104,2,36,46,8991,483,4471,4157
"684","3",158000000,159000000,138,6,46,48,8991,483,4471,4157
"685","3",159000000,160000000,89,2,22,36,8991,483,4471,4157
"686","3",160000000,161000000,115,10,51,61,8991,483,4471,4157
"687","3",161000000,162000000,58,4,35,27,8991,483,4471,4157
"688","3",162000000,163000000,38,3,28,31,8991,483,4471,4157
"689","3",163000000,164000000,68,3,24,34,8991,483,4471,4157
"690","3",164000000,165000000,51,3,26,30,8991,483,4471,4157
"691","3",165000000,166000000,90,7,18,43,8991,483,4471,4157
"692","3",166000000,167000000,104,4,30,41,8991,483,4471,4157
"693","3",167000000,168000000,99,1,24,48,8991,483,4471,4157
"694","3",168000000,169000000,123,1,15,48,8991,483,4471,4157
"695","3",169000000,170000000,72,1,20,34,8991,483,4471,4157
"696","3",170000000,171000000,121,3,24,49,8991,483,4471,4157
"697","3",171000000,172000000,114,6,40,54,8991,483,4471,4157
"698","3",172000000,173000000,114,2,40,56,8991,483,4471,4157
"699","3",173000000,174000000,159,3,32,54,8991,483,4471,4157
"700","3",174000000,175000000,99,3,33,63,8991,483,4471,4157
"701","3",175000000,176000000,92,3,35,56,8991,483,4471,4157
"702","3",176000000,177000000,166,2,34,59,8991,483,4471,4157
"703","3",177000000,178000000,172,5,40,80,8991,483,4471,4157
"704","3",178000000,179000000,91,8,28,28,8991,483,4471,4157
"705","3",179000000,180000000,72,4,38,52,8991,483,4471,4157
"706","3",180000000,181000000,97,7,36,41,8991,483,4471,4157
"707","3",181000000,182000000,74,1,20,21,8991,483,4471,4157
"708","3",182000000,183000000,68,4,26,19,8991,483,4471,4157
"709","3",183000000,184000000,37,1,16,14,8991,483,4471,4157
"710","3",184000000,185000000,53,2,30,23,8991,483,4471,4157
"711","3",185000000,186000000,78,5,31,25,8991,483,4471,4157
"712","3",186000000,187000000,59,2,55,33,8991,483,4471,4157
"713","3",187000000,188000000,91,4,74,57,8991,483,4471,4157
"714","3",188000000,189000000,223,14,83,99,8991,483,4471,4157
"715","3",189000000,190000000,124,8,70,54,8991,483,4471,4157
"716","3",190000000,191000000,139,11,75,57,8991,483,4471,4157
"717","3",191000000,192000000,124,13,83,65,8991,483,4471,4157
"718","3",192000000,193000000,133,10,62,50,8991,483,4471,4157
"719","3",193000000,194000000,156,4,57,45,8991,483,4471,4157
"720","3",194000000,195000000,188,9,75,84,8991,483,4471,4156.896964
"721","3",195000000,196000000,68,6,53,43,8991,483,4471,4156
"722","3",196000000,197000000,98,8,58,42,8991,483,4471,4156
"723","3",197000000,198000000,103,3,36,49,8991,483,4471,4156
"724","3",198000000,199000000,81,3,47,41,8991,483,4471,4156
"725","3",199000000,200000000,132,3,70,64,8991,483,4471,4156
"726","3",200000000,201000000,99,7,41,53,8991,483,4467.462425,4156
"727","3",201000000,202000000,102,4,62,66,8990.25381,483,4463,4156
"728","3",202000000,203000000,153,9,89,68,8988.625245,483,4462.653458,4155.85404
"729","3",203000000,204000000,123,4,63,68,8987.407546,483,4460.952753,4155
"730","3",204000000,205000000,135,8,54,49,8984.4685,483,4460,4155
"731","3",205000000,206000000,97,5,52,36,8983.405234,483,4459.119337,4154.484498
"732","3",206000000,207000000,95,12,75,43,8982.112247,483,4459,4154
"733","3",207000000,208000000,142,10,73,41,8981.774781,483,4459,4154
"734","3",208000000,209000000,212,8,101,104,8980,483,4457.458799,4154
"735","3",209000000,210000000,247,10,79,96,8974.422093,483,4453,4153.451572
"736","3",210000000,211000000,164,6,52,79,8961.881985,483,4453,4153
"737","3",211000000,212000000,169,9,42,60,8957.566247,483,4453,4152.259431
"738","3",212000000,213000000,154,7,51,56,8955.037999,483,4452.611496,4144
"739","3",213000000,214000000,77,1,42,42,8953,483,4451.849396,4143.067348
"740","3",214000000,215000000,109,7,48,37,8947.901652,483,4451,4142.17841
"741","3",215000000,216000000,137,5,49,64,8944.661034,482.737748,4451,4140.654832
"742","3",216000000,217000000,108,5,37,46,8941.813782,482,4449.646071,4132
"743","3",217000000,218000000,190,4,39,95,8937.367071,481.757756,4446.117178,4128.896265
"744","3",218000000,219000000,310,3,27,122,8905.61878,481,4443.061299,4124.547703
"745","3",219000000,220000000,192,3,34,102,8838.799416,480.269992,4435.62677,4088.405594
"746","3",220000000,221000000,332,7,33,152,8798.998905,474.98837,4413.567607,4043.358275
"747","3",221000000,222000000,474,3,24,215,8642.315023,463.348212,4322.689701,3963.408791
"748","3",222000000,223000000,289,3,25,140,8300.252892,442.820562,4136.706746,3717.587255
"749","3",223000000,224000000,118,1,12,55,6225.56478,403.575629,2835.80277,2569.293696
"750","3",224000000,225000000,4,0,2,1,684.874346,50.985078,245.338216,212.120212
"751","4",0,1000000,16,0,3,8,5007.126983,294.975101,2205.923258,2161.530884
"752","4",1000000,2000000,42,0,4,20,7731.060928,438.471209,3266.747329,3199.790322
"753","4",2000000,3000000,62,1,2,29,8009.819842,458.727419,3390.651029,3286.23944
"754","4",3000000,4000000,102,1,8,69,8177.371507,459.277791,3764.940454,3570.866752
"755","4",4000000,5000000,163,4,29,77,8401.167008,463.863869,3981.168775,3724.426366
"756","4",5000000,6000000,289,4,34,106,8545.732533,469.447539,4228.347432,3894.97012
"757","4",6000000,7000000,155,7,50,75,8755.492763,474.446546,4305.593352,3966.593064
"758","4",7000000,8000000,196,5,55,98,8823.788448,475.900924,4347.530962,4012.554885
"759","4",8000000,9000000,296,13,68,108,8904.11915,478.625572,4378.442545,4050.710826
"760","4",9000000,10000000,141,10,73,68,8935.332066,480,4406.152762,4064.029096
"761","4",10000000,11000000,229,9,84,103,8943.066462,480.349314,4437.140945,4125.884002
"762","4",11000000,12000000,278,20,95,101,8960.483936,483,4463.106122,4150.880941
"763","4",12000000,13000000,198,10,76,117,8967.68684,483,4465.411573,4153
"764","4",13000000,14000000,180,12,98,84,8969.154474,483,4468.615379,4153.515351
"765","4",14000000,15000000,210,6,80,79,8970.100367,483,4471,4154
"766","4",15000000,16000000,138,6,82,61,8971.916095,483,4471,4154
"767","4",16000000,17000000,147,9,96,86,8972.687201,483,4471,4154
"768","4",17000000,18000000,80,5,38,34,8974,483,4471,4154
"769","4",18000000,19000000,74,12,51,40,8974,483,4471,4154
"770","4",19000000,20000000,105,14,70,57,8974.427102,483,4471,4154
"771","4",20000000,21000000,111,5,86,57,8975,483,4471,4154
"772","4",21000000,22000000,150,6,63,31,8980.190903,483,4471,4154
"773","4",22000000,23000000,79,6,47,34,8983,483,4471,4154
"774","4",23000000,24000000,149,6,90,89,8983,483,4471,4154
"775","4",24000000,25000000,147,11,60,70,8983,483,4471,4154.659347
"776","4",25000000,26000000,120,14,83,68,8983,483,4471,4155
"777","4",26000000,27000000,79,7,60,35,8983,483,4471,4155
"778","4",27000000,28000000,91,9,75,46,8983,483,4471,4155
"779","4",28000000,29000000,99,6,65,35,8983,483,4471,4155
"780","4",29000000,30000000,63,3,55,37,8983,483,4471,4155
"781","4",30000000,31000000,137,1,32,50,8983,483,4471,4155
"782","4",31000000,32000000,111,2,65,46,8983,483,4471,4155
"783","4",32000000,33000000,80,9,65,53,8983,483,4471,4155
"784","4",33000000,34000000,81,4,47,53,8988.703013,483,4471,4155
"785","4",34000000,35000000,58,9,55,44,8990,483,4471,4155
"786","4",35000000,36000000,101,3,49,46,8990,483,4471,4155
"787","4",36000000,37000000,123,4,52,59,8990,483,4471,4155
"788","4",37000000,38000000,150,12,56,54,8990,483,4471,4155
"789","4",38000000,39000000,95,5,24,49,8990,483,4471,4155
"790","4",39000000,40000000,49,3,25,24,8990,483,4471,4155
"791","4",40000000,41000000,79,6,18,37,8990,483,4471,4155
"792","4",41000000,42000000,73,2,12,31,8990,483,4471,4155
"793","4",42000000,43000000,66,0,14,27,8990,483,4471,4155
"794","4",43000000,44000000,65,0,20,22,8990,483,4471,4155
"795","4",44000000,45000000,61,2,9,24,8990,483,4471,4155
"796","4",45000000,46000000,41,2,13,17,8990,483,4471,4155
"797","4",46000000,47000000,55,2,18,28,8990,483,4471,4155
"798","4",47000000,48000000,72,2,18,30,8990,483,4471,4155
"799","4",48000000,49000000,52,3,25,22,8990,483,4471,4155
"800","4",49000000,50000000,92,6,34,28,8990,483,4471,4155
"801","4",50000000,51000000,113,5,35,35,8990,483,4471,4155
"802","4",51000000,52000000,65,2,27,28,8990.434274,483,4471,4155
"803","4",52000000,53000000,129,10,39,41,8991,483,4471,4155
"804","4",53000000,54000000,140,2,47,43,8991,483,4471,4155
"805","4",54000000,55000000,131,2,27,34,8991,483,4471,4155
"806","4",55000000,56000000,45,4,37,25,8991,483,4471,4155
"807","4",56000000,57000000,86,8,43,34,8991,483,4471,4155
"808","4",57000000,58000000,95,4,69,37,8991,483,4471,4155
"809","4",58000000,59000000,80,5,60,33,8991,483,4471,4155
"810","4",59000000,60000000,80,4,44,28,8991,483,4471,4155
"811","4",60000000,61000000,101,3,53,56,8991,483,4471,4155
"812","4",61000000,62000000,83,0,53,64,8991,483,4471,4156.84814
"813","4",62000000,63000000,119,10,61,57,8991,483,4471,4157
"814","4",63000000,64000000,95,6,63,71,8991,483,4471,4157
"815","4",64000000,65000000,96,5,61,47,8991,483,4471,4157
"816","4",65000000,66000000,100,8,60,69,8991,483,4471,4157
"817","4",66000000,67000000,108,5,47,60,8991,483,4471,4157
"818","4",67000000,68000000,175,13,59,64,8991,483,4471,4157
"819","4",68000000,69000000,79,7,49,27,8991,483,4471,4157
"820","4",69000000,70000000,52,4,43,33,8991,483,4471,4157
"821","4",70000000,71000000,157,10,48,42,8991,483,4471,4157
"822","4",71000000,72000000,108,2,26,51,8991,483,4471,4157
"823","4",72000000,73000000,149,6,60,53,8991,483,4471,4157
"824","4",73000000,74000000,95,5,50,58,8991,483,4471,4157
"825","4",74000000,75000000,113,4,39,43,8991,483,4471,4157
"826","4",75000000,76000000,158,8,36,73,8991,483,4471,4157
"827","4",76000000,77000000,89,3,35,34,8991,483,4471,4157
"828","4",77000000,78000000,89,6,43,28,8991,483,4471,4157
"829","4",78000000,79000000,105,4,46,54,8991,483,4471,4157
"830","4",79000000,80000000,135,3,31,41,8991,483,4471,4157
