,model_name,moyenne,ELBO,Reconstruction_error,RMSE_SIGMA,RMSE_B,RMSE_PI,RMSE_B0,TIME,NBITER
0,Enhanced Analytic,0.1,44997889.68573621,0.6533630542373589,0.9554154529458235,0.33967924896404794,0.10000000000000002,761.9975357473803,19.27195954322815,548
0,Enhanced Analytic,0.1,45187001.20315152,0.6397032805864459,0.9551727071736834,0.34953416591180486,0.10000000000000002,761.9875979719244,19.275205612182617,546
0,Enhanced Analytic,0.1,45414370.23086243,0.6461924959714148,0.9556330995243919,0.3348807762231522,0.10000000000000002,761.9955721143771,16.55407428741455,556
0,Enhanced Analytic,0.1,45046961.9199024,0.647701750431231,0.9553864545425207,0.34041050460522404,0.10000000000000002,761.999785995364,16.760659217834473,558
0,Enhanced Analytic,0.1,45029514.097957246,0.6386838128212682,0.9551559174888729,0.3569191408784033,0.10000000000000002,761.9775544990576,16.532445907592773,557
0,Enhanced Analytic,0.1,45460397.69696135,0.6442252280490433,0.9550512237972406,0.3380946623942588,0.10000000000000002,762.0076629392114,17.122406244277954,557
0,Enhanced Analytic,0.1,45466367.54390115,0.6521059050653699,0.955382465808705,0.31377223224929357,0.10000000000000002,762.0293301086834,16.92201590538025,557
0,Enhanced Analytic,0.1,44610032.03243756,0.651769066649745,0.955366321865864,0.36479892426802724,0.10000000000000002,783.1366970769717,17.11142659187317,555
0,Enhanced Analytic,0.1,45400185.48569858,0.646471113559384,0.9551369040666444,0.32502689919360706,0.10000000000000002,762.0254918126531,17.06244421005249,556
0,Enhanced Analytic,0.1,45340364.97750529,0.6492997194905021,0.9552524782855224,0.32113357697143574,0.10000000000000002,762.0104850916483,16.94784426689148,557
0,Enhanced Analytic,0.1,45039970.41034711,0.6584380003599956,0.9555721280546007,0.32522925811198833,0.10000000000000002,762.0353171443222,16.83048176765442,556
0,Enhanced Analytic,0.1,45411413.377219036,0.6523453646255473,0.9555145342212914,0.32009584611073866,0.10000000000000002,762.020241700718,16.929161071777344,556
0,Enhanced Analytic,0.1,45524978.89570901,0.6408103962366016,0.9551931073519557,0.3219028714923888,0.10000000000000002,762.0028764206344,16.757480144500732,556
0,Enhanced Analytic,0.1,45801860.72308702,0.6496430361028811,0.9553198800683868,0.30395206749290554,0.10000000000000002,762.0350303003526,17.053820848464966,555
0,Enhanced Analytic,0.1,45253938.95008403,0.6429750336793004,0.9550781240222098,0.3373502559257048,0.10000000000000002,761.9959943007013,16.921118021011353,557
0,Enhanced Analytic,0.21666666666666667,41409519.70837274,0.48452796161180806,0.9526243064966549,0.8293705959168023,0.21666666666666667,762.4509791952951,17.134630918502808,557
0,Enhanced Analytic,0.21666666666666667,41564897.02782875,0.4818724660437169,0.9527556286944036,0.827664137420692,0.21666666666666667,762.452189160399,17.14155340194702,557
0,Enhanced Analytic,0.21666666666666667,41605070.38424133,0.4795712466537976,0.9527875213548731,0.8515099276011197,0.21666666666666667,762.4389426445495,17.121462106704712,557
0,Enhanced Analytic,0.21666666666666667,41449532.33930849,0.48985044659597815,0.9529534156947987,0.8168462433439626,0.21666666666666667,762.4654681881315,16.784485578536987,557
0,Enhanced Analytic,0.21666666666666667,41417921.82350839,0.48531348448724054,0.9527561025429494,0.838052480013208,0.21666666666666667,762.4489320234261,17.078490495681763,557
0,Enhanced Analytic,0.21666666666666667,41908403.54889268,0.48686502452528674,0.9526351108002777,0.8032806392028198,0.21666666666666667,762.4727281130962,16.571732997894287,558
0,Enhanced Analytic,0.21666666666666667,41760879.00453774,0.48585147970409437,0.9527785278286816,0.8089275397518134,0.21666666666666667,762.4722460341062,16.682825803756714,558
0,Enhanced Analytic,0.21666666666666667,41151473.06155954,0.48786964286763024,0.9526594628405498,0.8309344494096316,0.21666666666666667,762.4578622697951,16.52041268348694,557
0,Enhanced Analytic,0.21666666666666667,41730313.85399079,0.4876120557345875,0.9527376442700382,0.8054309913943464,0.21666666666666667,762.4802484013624,16.973848342895508,559
