,model_name,moyenne,ELBO,Reconstruction_error,RMSE_SIGMA,RMSE_B,RMSE_PI,RMSE_B0,TIME,NBITER
0,Enhanced Analytic,0.0,17364356.727568183,0.4414908651263174,0.9531780710450033,0.7807848243140093,0.30000000000000004,772.4202925276668,37.72864294052124,1403
0,Enhanced Analytic,0.0,17425460.379975397,0.4425726119668776,0.953178037185536,0.7784873004728713,0.30000000000000004,782.7485929248568,38.61028814315796,1440
0,Enhanced Analytic,0.0,17383174.93881127,0.4402482037953971,0.9532732383841312,0.7845418806602426,0.30000000000000004,782.6366953875995,37.54810953140259,1396
0,Enhanced Analytic,0.0,17345298.854821384,0.4428244497698608,0.9532543647740873,0.7754537787085385,0.30000000000000004,782.7640215153885,37.35738706588745,1396
0,Enhanced Analytic,0.0,17235507.17310145,0.4406547089234515,0.9530749592992993,0.792169265125422,0.30000000000000004,782.7109805948762,38.38527774810791,1435
0,Enhanced Analytic,0.0,17898516.61883174,0.4465511711435562,0.9531865496495239,0.7245227384798447,0.30000000000000004,782.7533929858138,38.09549260139465,1427
0,Enhanced Analytic,0.0,17648606.650714822,0.4430546620898516,0.9531573937770346,0.7476907352211196,0.30000000000000004,782.599550622135,36.8518750667572,1391
0,Enhanced Analytic,0.0,17184125.669098042,0.4396058115929592,0.953069876690776,0.7971732592770886,0.30000000000000004,782.7465351412604,38.039995193481445,1418
0,Enhanced Analytic,0.0,17619821.895313896,0.43934878491875634,0.952951316283288,0.7703440327865326,0.30000000000000004,782.6380747291066,37.44683003425598,1407
0,Enhanced Analytic,0.0,17526494.903195098,0.44003180057253954,0.9529163219996656,0.7704134843037918,0.30000000000000004,782.6991085286231,37.778732776641846,1395
0,Enhanced Analytic,0.0,17458857.54900355,0.4433085519819678,0.9532863269888453,0.7603331926895623,0.30000000000000004,782.6944160881997,38.34477257728577,1425
0,Enhanced Analytic,0.0,17637226.432470135,0.44138238545083497,0.9530706087579495,0.7613173337491609,0.30000000000000004,782.6855871932372,38.41845703125,1419
0,Enhanced Analytic,0.0,17730264.490291607,0.44075541834520676,0.9534064624801231,0.756743988922317,0.30000000000000004,782.7373222261608,37.24949526786804,1400
0,Enhanced Analytic,0.0,17836160.637424357,0.4429066060342437,0.9529332898939934,0.7432642806590578,0.30000000000000004,782.5834955058191,37.55844712257385,1405
0,Enhanced Analytic,0.0,17441574.19562879,0.4367674065267783,0.9530581590941546,0.795798817930339,0.30000000000000004,782.7018467500989,37.59112882614136,1422
0,Enhanced Analytic,0.5,21639497.48635557,0.4613523885459758,0.9529000498632633,0.8458934623585411,0.30000000000000004,793.3578515419492,36.116419315338135,1334
0,Enhanced Analytic,0.5,21821308.965066023,0.464095612967108,0.9531555241233324,0.823895297741544,0.30000000000000004,793.4849853993422,35.538235664367676,1326
0,Enhanced Analytic,0.5,21751356.222584657,0.4603510884766598,0.9532612632896503,0.8417903325299719,0.30000000000000004,793.3472054838617,36.593676805496216,1350
0,Enhanced Analytic,0.5,21788195.461603217,0.4667336605604215,0.9534949175255303,0.8175848596717478,0.30000000000000004,793.5158231086515,35.147366523742676,1298
0,Enhanced Analytic,0.5,21626673.67691552,0.46162299094319553,0.9531859566953207,0.8471481676414985,0.30000000000000004,782.8556182684833,36.196613073349,1354
0,Enhanced Analytic,0.5,22209481.28014631,0.4657058340175533,0.9530590275355458,0.7953404963742133,0.30000000000000004,793.446951367204,35.712029695510864,1325
0,Enhanced Analytic,0.5,22020146.57149987,0.4662820640266766,0.9530208068780043,0.8009392172742545,0.30000000000000004,793.3957521025552,35.917513608932495,1330
