,model_name,moyenne,ELBO,Reconstruction_error,RMSE_SIGMA,RMSE_B,RMSE_PI,RMSE_B0,TIME,NBITER
0,Enhanced Analytic,0.0,16769113.218177749,0.4425002785728993,0.9531524122268182,1.1637567073324375,0.36546072870586044,744.8338685760153,58.37586212158203,1578
0,Enhanced Analytic,0.0,16752286.985686412,0.44021336593620425,0.9535014532111562,1.2256299056129951,0.3755856172891166,753.5920851868773,51.512372732162476,1429
0,Enhanced Analytic,0.0,16788036.18767442,0.44484564981397134,0.95339472061148,1.187231553240606,0.3649306146154354,750.0355874858676,40.49937081336975,1232
0,Enhanced Analytic,0.0,16694358.526891751,0.44439229337216596,0.9534345413101857,1.1908276059638612,0.373041286479343,755.3333267969757,38.68198871612549,1129
0,Enhanced Analytic,0.0,16666095.740546355,0.4425119840386325,0.9534000964464527,1.2618850860342536,0.37288566105425935,755.1957261186141,45.29335880279541,1336
0,Enhanced Analytic,0.0,17095833.78639867,0.4456693682272152,0.9533826127192592,1.178921230506787,0.36924621843054134,750.0971450136652,38.83040237426758,1165
0,Enhanced Analytic,0.0,17010885.61794688,0.4448584514279824,0.9535247541917451,1.2144183686333896,0.3786944836586678,750.0325417499649,48.98919892311096,1445
0,Enhanced Analytic,0.0,16517954.04111049,0.43882372225817307,0.9532001442417607,1.2681518462550145,0.37297250594263887,748.9546790341356,36.537245988845825,1106
0,Enhanced Analytic,0.0,17008314.738035955,0.44622294448073424,0.9530515151929614,1.1944314790487205,0.36712287038158004,750.9974781241726,36.66487717628479,1143
0,Enhanced Analytic,0.0,16795770.838104185,0.4402365580632338,0.9531350042505867,1.2085923869309294,0.37291243925112866,749.3018156247791,39.682602643966675,971
0,Enhanced Analytic,0.0,16782699.93228568,0.4410181625389325,0.9536155237136478,1.287659879814126,0.3751735096472633,755.094680608939,42.30567765235901,1271
0,Enhanced Analytic,0.0,16911358.178492635,0.43902610433527955,0.953315550049484,1.2209951499348624,0.3653330491566182,747.6241888406361,39.250773429870605,1187
