,n,p,d,seed,param,RMSE
1221,1000,20,3,10,sigma,0.07266541306340012
1222,1000,20,3,11,coef,0.08884578325815937
1223,1000,20,3,11,sigma,0.07769603465996555
1224,1000,20,3,12,coef,0.09928241478422342
1225,1000,20,3,12,sigma,0.06677597677293788
1226,1000,20,3,13,coef,0.07607188737127342
1227,1000,20,3,13,sigma,0.0695190481311352
1228,1000,20,3,14,coef,0.07151799850718005
1229,1000,20,3,14,sigma,0.06922930194106798
1230,1000,20,3,15,coef,0.07487187153088565
1231,1000,20,3,15,sigma,0.07216825703784344
1232,1000,20,3,16,coef,0.07983227221855697
1233,1000,20,3,16,sigma,0.0838401841186303
1234,1000,20,3,17,coef,0.0816576475709799
1235,1000,20,3,17,sigma,0.0767292810589769
1236,1000,20,3,18,coef,0.07147850823517302
1237,1000,20,3,18,sigma,0.07343050244772419
1238,1000,20,3,19,coef,0.07767728142636424
1239,1000,20,3,19,sigma,0.069221491139282
1240,1000,20,4,0,coef,0.09676587506807713
1241,1000,20,4,0,sigma,0.08354935785191486
1242,1000,20,4,1,coef,0.10002316376925233
1243,1000,20,4,1,sigma,0.06483281659493187
1244,1000,20,4,2,coef,0.11466797528383392
1245,1000,20,4,2,sigma,0.07470898539976166
1246,1000,20,4,3,coef,0.08528785352685764
1247,1000,20,4,3,sigma,0.07064885227997376
1248,1000,20,4,4,coef,0.09789094764749384
1249,1000,20,4,4,sigma,0.07865259275039937
1250,1000,20,4,5,coef,0.0956136838065874
1251,1000,20,4,5,sigma,0.07500182489109178
1252,1000,20,4,6,coef,0.09334854719178529
1253,1000,20,4,6,sigma,0.0728832028896154
1254,1000,20,4,7,coef,0.10143907330868795
1255,1000,20,4,7,sigma,0.08541687011755066
1256,1000,20,4,8,coef,0.09806110252851757
1257,1000,20,4,8,sigma,0.06823357709262919
1258,1000,20,4,9,coef,0.08099409462348627
1259,1000,20,4,9,sigma,0.07159030222827614
1260,1000,20,4,10,coef,0.11335065386409635
1261,1000,20,4,10,sigma,0.07115578951634546
1262,1000,20,4,11,coef,0.10745218364730276
1263,1000,20,4,11,sigma,0.076139723992287
1264,1000,20,4,12,coef,0.07964570844080016
1265,1000,20,4,12,sigma,0.06979401640451777
1266,1000,20,4,13,coef,0.09540655454452708
1267,1000,20,4,13,sigma,0.07214281038891068
1268,1000,20,4,14,coef,0.09522421759208789
1269,1000,20,4,14,sigma,0.0689064749514857
1270,1000,20,4,15,coef,0.1115445552781581
1271,1000,20,4,15,sigma,0.07568967715027072
1272,1000,20,4,16,coef,0.10777230136502908
1273,1000,20,4,16,sigma,0.08445004955626995
1274,1000,20,4,17,coef,0.09003384939314737
1275,1000,20,4,17,sigma,0.06823615540135806
1276,1000,20,4,18,coef,0.0992872535778974
1277,1000,20,4,18,sigma,0.07922163538869975
1278,1000,20,4,19,coef,0.0768601416038122
1279,1000,20,4,19,sigma,0.0667704150568995
1280,1000,40,1,0,coef,0.05664017562730299
1281,1000,40,1,0,sigma,0.07428603027534485
1282,1000,40,1,1,coef,0.038084734877658226
1283,1000,40,1,1,sigma,0.07868051589464913
1284,1000,40,1,2,coef,0.04111942439556935
1285,1000,40,1,2,sigma,0.07497417693921744
1286,1000,40,1,3,coef,0.05988210340071223
1287,1000,40,1,3,sigma,0.06838316058080063
1288,1000,40,1,4,coef,0.052985337921732455
1289,1000,40,1,4,sigma,0.07808024458497534
1290,1000,40,1,5,coef,0.0375121886729365
1291,1000,40,1,5,sigma,0.07003103462240995
1292,1000,40,1,6,coef,0.048077635105715374
1293,1000,40,1,6,sigma,0.06615660278590474
1294,1000,40,1,7,coef,0.0475406048587671
1295,1000,40,1,7,sigma,0.07033770840375726
1296,1000,40,1,8,coef,0.03650988978810768
1297,1000,40,1,8,sigma,0.0732085070058254
1298,1000,40,1,9,coef,0.03988269274367552
1299,1000,40,1,9,sigma,0.06851363575882127
1300,1000,40,1,10,coef,0.04400767232775993
1301,1000,40,1,10,sigma,0.0749999821220508
1302,1000,40,1,11,coef,0.04513109731537782
1303,1000,40,1,11,sigma,0.07144210162801151
1304,1000,40,1,12,coef,0.05582657856022177
1305,1000,40,1,12,sigma,0.06745785409492129
1306,1000,40,1,13,coef,0.04878752650077006
1307,1000,40,1,13,sigma,0.07622537758153144
1308,1000,40,1,14,coef,0.06178917231512061
1309,1000,40,1,14,sigma,0.0735515532138741
1310,1000,40,1,15,coef,0.05990119890253981
1311,1000,40,1,15,sigma,0.06862127180061661
1312,1000,40,1,16,coef,0.05307337243403142
1313,1000,40,1,16,sigma,0.0726314477970395
1314,1000,40,1,17,coef,0.04781833439177323
1315,1000,40,1,17,sigma,0.0730358162292651
1316,1000,40,1,18,coef,0.06907670930306978
1317,1000,40,1,18,sigma,0.07821098205456498
1318,1000,40,1,19,coef,0.05263634663787511
1319,1000,40,1,19,sigma,0.07301489465736095
1320,1000,40,2,0,coef,0.09524494226420076
1321,1000,40,2,0,sigma,0.07750061837014996
1322,1000,40,2,1,coef,0.06202418339057126
1323,1000,40,2,1,sigma,0.07823139103677576
1324,1000,40,2,2,coef,0.059297771884602224
1325,1000,40,2,2,sigma,0.0711022487591661
1326,1000,40,2,3,coef,0.06870812457840471
1327,1000,40,2,3,sigma,0.07154532935194015
1328,1000,40,2,4,coef,0.06443438564346153
1329,1000,40,2,4,sigma,0.07426566834588574
1330,1000,40,2,5,coef,0.05683537937484969
1331,1000,40,2,5,sigma,0.07222145974299385
1332,1000,40,2,6,coef,0.07050996095551741
1333,1000,40,2,6,sigma,0.069926714555219
1334,1000,40,2,7,coef,0.06840914851384867
1335,1000,40,2,7,sigma,0.06908291116488118
1336,1000,40,2,8,coef,0.06901989476393226
1337,1000,40,2,8,sigma,0.07058281788999521
1338,1000,40,2,9,coef,0.06510317312801832
1339,1000,40,2,9,sigma,0.06486574880025982
1340,1000,40,2,10,coef,0.0677896351919474
1341,1000,40,2,10,sigma,0.07486088410990145
1342,1000,40,2,11,coef,0.08104697488437912
1343,1000,40,2,11,sigma,0.08236059422025507
1344,1000,40,2,12,coef,0.07243515910025389
1345,1000,40,2,12,sigma,0.06702417364884715
1346,1000,40,2,13,coef,0.07041668947149946
1347,1000,40,2,13,sigma,0.07479140941727065
1348,1000,40,2,14,coef,0.06998240128128232
1349,1000,40,2,14,sigma,0.0672342919602721
1350,1000,40,2,15,coef,0.07337091081074121
1351,1000,40,2,15,sigma,0.06922369296984915
1352,1000,40,2,16,coef,0.06543219883512534
1353,1000,40,2,16,sigma,0.07358856562951274
1354,1000,40,2,17,coef,0.05905922086772297
1355,1000,40,2,17,sigma,0.0691154607560196
1356,1000,40,2,18,coef,0.08183654477299661
1357,1000,40,2,18,sigma,0.07536051622811538
1358,1000,40,2,19,coef,0.07198773010086912
1359,1000,40,2,19,sigma,0.06883067665670935
1360,1000,40,3,0,coef,0.08509061347203589
1361,1000,40,3,0,sigma,0.07455731176243106
1362,1000,40,3,1,coef,0.07867100124721867
1363,1000,40,3,1,sigma,0.07869375573180457
1364,1000,40,3,2,coef,0.06923970267790289
1365,1000,40,3,2,sigma,0.07348588974151896
1366,1000,40,3,3,coef,0.08816413110865275
1367,1000,40,3,3,sigma,0.06957544626875625
1368,1000,40,3,4,coef,0.08142099022003198
1369,1000,40,3,4,sigma,0.0776435522676118
1370,1000,40,3,5,coef,0.07486129905656781
1371,1000,40,3,5,sigma,0.07052253864149684
1372,1000,40,3,6,coef,0.09072090748248705
1373,1000,40,3,6,sigma,0.06895313746652106
1374,1000,40,3,7,coef,0.0853826588971267
1375,1000,40,3,7,sigma,0.06988872224919868
1376,1000,40,3,8,coef,0.06992636476698279
1377,1000,40,3,8,sigma,0.06825822220423117
1378,1000,40,3,9,coef,0.07198863814004336
1379,1000,40,3,9,sigma,0.06651116511906818
1380,1000,40,3,10,coef,0.08105476157760165
1381,1000,40,3,10,sigma,0.07529556362335552
1382,1000,40,3,11,coef,0.07525822315389825
1383,1000,40,3,11,sigma,0.07654900789006082
1384,1000,40,3,12,coef,0.09243316484822378
1385,1000,40,3,12,sigma,0.06914892923552204
1386,1000,40,3,13,coef,0.0772877609883666
1387,1000,40,3,13,sigma,0.07372136524041499
1388,1000,40,3,14,coef,0.08208234167351229
1389,1000,40,3,14,sigma,0.07551226205726463
1390,1000,40,3,15,coef,0.08211569979569538
1391,1000,40,3,15,sigma,0.0661249534853686
1392,1000,40,3,16,coef,0.0909639307037504
1393,1000,40,3,16,sigma,0.07022765827757828
1394,1000,40,3,17,coef,0.078855061046339
1395,1000,40,3,17,sigma,0.0705482768824902
1396,1000,40,3,18,coef,0.09591914834090935
1397,1000,40,3,18,sigma,0.07766597354820097
1398,1000,40,3,19,coef,0.0786314580100187
1399,1000,40,3,19,sigma,0.07089450422873615
1400,1000,40,4,0,coef,0.09618674542595668
1401,1000,40,4,0,sigma,0.07209589597170173
1402,1000,40,4,1,coef,0.08818015572455885
1403,1000,40,4,1,sigma,0.07669615235408422
1404,1000,40,4,2,coef,0.08042660646127733
1405,1000,40,4,2,sigma,0.073340126375294
1406,1000,40,4,3,coef,0.10476765839964741
1407,1000,40,4,3,sigma,0.06874540385509668
1408,1000,40,4,4,coef,0.09831137568380278
1409,1000,40,4,4,sigma,0.07334093480710775
1410,1000,40,4,5,coef,0.0814155380568124
1411,1000,40,4,5,sigma,0.06777795584408429
1412,1000,40,4,6,coef,0.10220444045067133
1413,1000,40,4,6,sigma,0.06850777385321002
1414,1000,40,4,7,coef,0.08512992714909129
1415,1000,40,4,7,sigma,0.06658422972903731
1416,1000,40,4,8,coef,0.09524925827306194
1417,1000,40,4,8,sigma,0.06720387147293987
1418,1000,40,4,9,coef,0.10037319532730345
1419,1000,40,4,9,sigma,0.0667385563927526
1420,1000,40,4,10,coef,0.10043665663740907
1421,1000,40,4,10,sigma,0.07611367927057372
1422,1000,40,4,11,coef,0.10671343533562067
1423,1000,40,4,11,sigma,0.07295109622291837
1424,1000,40,4,12,coef,0.10131598887718876
1425,1000,40,4,12,sigma,0.06735419281039577
1426,1000,40,4,13,coef,0.10147476959806499
1427,1000,40,4,13,sigma,0.07489313346962566
1428,1000,40,4,14,coef,0.0926174132575835
1429,1000,40,4,14,sigma,0.06929266603452801
1430,1000,40,4,15,coef,0.0951467599763952
1431,1000,40,4,15,sigma,0.06718377811059668
1432,1000,40,4,16,coef,0.1024718334744165
1433,1000,40,4,16,sigma,0.07610244841460026
1434,1000,40,4,17,coef,0.09154678215585989
1435,1000,40,4,17,sigma,0.06927956619603215
1436,1000,40,4,18,coef,0.10823130772844247
1437,1000,40,4,18,sigma,0.0790867773552769
1438,1000,40,4,19,coef,0.10022167276935143
1439,1000,40,4,19,sigma,0.07402176467508084
1440,2000,10,1,0,coef,0.03926648120596576
1441,2000,10,1,0,sigma,0.06242604787800326
1442,2000,10,1,1,coef,0.03399475560851327
1443,2000,10,1,1,sigma,0.07186992204154162
1444,2000,10,1,2,coef,0.036881694312480603
1445,2000,10,1,2,sigma,0.06615039611972744
1446,2000,10,1,3,coef,0.045709673706431184
1447,2000,10,1,3,sigma,0.05289805872415384
1448,2000,10,1,4,coef,0.0266456120599954
1449,2000,10,1,4,sigma,0.053067900138452855
1450,2000,10,1,5,coef,0.03124193260563813
1451,2000,10,1,5,sigma,0.06333814524769228
1452,2000,10,1,6,coef,0.031450146609771655
1453,2000,10,1,6,sigma,0.057692915462639924
1454,2000,10,1,7,coef,0.04470997876408785
1455,2000,10,1,7,sigma,0.06069057649116503
1456,2000,10,1,8,coef,0.028590850556143053
1457,2000,10,1,8,sigma,0.059429078794030706
1458,2000,10,1,9,coef,0.018894131663440106
1459,2000,10,1,9,sigma,0.06093147977902541
1460,2000,10,1,10,coef,0.036032682854997625
1461,2000,10,1,10,sigma,0.04986454049228661
1462,2000,10,1,11,coef,0.04385797373849829
1463,2000,10,1,11,sigma,0.053505924527502864
1464,2000,10,1,12,coef,0.041232560967193174
1465,2000,10,1,12,sigma,0.05551718907367713
1466,2000,10,1,13,coef,0.043995684211192376
1467,2000,10,1,13,sigma,0.05421025427812173
1468,2000,10,1,14,coef,0.03958277493891289
1469,2000,10,1,14,sigma,0.05919514351519164
1470,2000,10,1,15,coef,0.03435182928250753
1471,2000,10,1,15,sigma,0.0631857720024346
1472,2000,10,1,16,coef,0.03408489529531035
1473,2000,10,1,16,sigma,0.053963231781052064
1474,2000,10,1,17,coef,0.041901299992438516
1475,2000,10,1,17,sigma,0.060767385033870594
1476,2000,10,1,18,coef,0.03487771905519548
1477,2000,10,1,18,sigma,0.04623658688049057
1478,2000,10,1,19,coef,0.030925680745764947
1479,2000,10,1,19,sigma,0.05720918881802706
1480,2000,10,2,0,coef,0.05251770432111516
1481,2000,10,2,0,sigma,0.0521549768478055
1482,2000,10,2,1,coef,0.039136198621460956
1483,2000,10,2,1,sigma,0.06656931573002081
1484,2000,10,2,2,coef,0.04453125549524331
1485,2000,10,2,2,sigma,0.0659189298524711
1486,2000,10,2,3,coef,0.04131046790573872
1487,2000,10,2,3,sigma,0.04838486629342523
1488,2000,10,2,4,coef,0.046885605224782446
1489,2000,10,2,4,sigma,0.05266464508686645
1490,2000,10,2,5,coef,0.04624413822799587
1491,2000,10,2,5,sigma,0.05307487279774399
1492,2000,10,2,6,coef,0.04313492913070764
1493,2000,10,2,6,sigma,0.056672727953879586
1494,2000,10,2,7,coef,0.05707433128694958
1495,2000,10,2,7,sigma,0.04915892271237651
1496,2000,10,2,8,coef,0.050120661945322845
1497,2000,10,2,8,sigma,0.051219579279361785
1498,2000,10,2,9,coef,0.040469280407257
1499,2000,10,2,9,sigma,0.058790752639511695
1500,2000,10,2,10,coef,0.044972224815560374
1501,2000,10,2,10,sigma,0.06361758360530462
1502,2000,10,2,11,coef,0.07601738585998091
1503,2000,10,2,11,sigma,0.055425146869748254
1504,2000,10,2,12,coef,0.06256574448736332
1505,2000,10,2,12,sigma,0.05472868270907877
1506,2000,10,2,13,coef,0.055782856967665405
1507,2000,10,2,13,sigma,0.0619565488328776
1508,2000,10,2,14,coef,0.06831710636954307
1509,2000,10,2,14,sigma,0.05453316372216793
1510,2000,10,2,15,coef,0.047389047572975636
1511,2000,10,2,15,sigma,0.05469764944556737
1512,2000,10,2,16,coef,0.04703554480251978
1513,2000,10,2,16,sigma,0.053946759328758496
1514,2000,10,2,17,coef,0.05215447816288613
1515,2000,10,2,17,sigma,0.06147700738632674
1516,2000,10,2,18,coef,0.04742126638007532
1517,2000,10,2,18,sigma,0.06278174895653113
1518,2000,10,2,19,coef,0.04921689581810785
1519,2000,10,2,19,sigma,0.045906333237045946
1520,2000,10,3,0,coef,0.06218748415278618
1521,2000,10,3,0,sigma,0.051268601059855604
1522,2000,10,3,1,coef,0.057011370999780354
1523,2000,10,3,1,sigma,0.06217160196861642
1524,2000,10,3,2,coef,0.059037253292953666
1525,2000,10,3,2,sigma,0.05607639855814418
1526,2000,10,3,3,coef,0.060238024680226585
1527,2000,10,3,3,sigma,0.05940854264349908
1528,2000,10,3,4,coef,0.04986118873761422
1529,2000,10,3,4,sigma,0.05704145183200294
1530,2000,10,3,5,coef,0.06114891665971454
1531,2000,10,3,5,sigma,0.05404116124276387
1532,2000,10,3,6,coef,0.06084789655771356
1533,2000,10,3,6,sigma,0.05639081826418907
1534,2000,10,3,7,coef,0.07152239536904621
1535,2000,10,3,7,sigma,0.06256150836075432
1536,2000,10,3,8,coef,0.048083797698146455
1537,2000,10,3,8,sigma,0.04677998801931327
1538,2000,10,3,9,coef,0.0409514343429086
1539,2000,10,3,9,sigma,0.061481521065930946
1540,2000,10,3,10,coef,0.06888291648231554
1541,2000,10,3,10,sigma,0.04972907700201136
1542,2000,10,3,11,coef,0.06935804098227191
1543,2000,10,3,11,sigma,0.04723083817023433
1544,2000,10,3,12,coef,0.0646911773617562
1545,2000,10,3,12,sigma,0.0562022909790265
1546,2000,10,3,13,coef,0.06163702879754138
1547,2000,10,3,13,sigma,0.06397303495930573
1548,2000,10,3,14,coef,0.05781650484794377
1549,2000,10,3,14,sigma,0.04993291591647691
1550,2000,10,3,15,coef,0.050553868554968635
1551,2000,10,3,15,sigma,0.056811119348807705
1552,2000,10,3,16,coef,0.07513095889388516
1553,2000,10,3,16,sigma,0.05723126547543393
1554,2000,10,3,17,coef,0.05895127215125489
1555,2000,10,3,17,sigma,0.06408484896124624
1556,2000,10,3,18,coef,0.06028791099413666
1557,2000,10,3,18,sigma,0.050444898054687715
1558,2000,10,3,19,coef,0.055731662258137235
1559,2000,10,3,19,sigma,0.04944433989686879
1560,2000,10,4,0,coef,0.06462388551369815
1561,2000,10,4,0,sigma,0.04936511968159776
1562,2000,10,4,1,coef,0.0730862027987704
1563,2000,10,4,1,sigma,0.06080552969795357
1564,2000,10,4,2,coef,0.07302798180659253
1565,2000,10,4,2,sigma,0.0644969123876192
1566,2000,10,4,3,coef,0.07222487300226482
1567,2000,10,4,3,sigma,0.0532597816011756
1568,2000,10,4,4,coef,0.054109364341968585
1569,2000,10,4,4,sigma,0.04871241765089615
1570,2000,10,4,5,coef,0.06939826220846623
1571,2000,10,4,5,sigma,0.05609861102857687
1572,2000,10,4,6,coef,0.06261488857658823
1573,2000,10,4,6,sigma,0.04664680081516271
1574,2000,10,4,7,coef,0.06448032837782329
1575,2000,10,4,7,sigma,0.06120048939868381
1576,2000,10,4,8,coef,0.06625065777727217
1577,2000,10,4,8,sigma,0.054826804364905425
1578,2000,10,4,9,coef,0.07017089431120943
1579,2000,10,4,9,sigma,0.06270626742835855
1580,2000,10,4,10,coef,0.07871140936562154
1581,2000,10,4,10,sigma,0.06023435159991167
1582,2000,10,4,11,coef,0.07038225384262048
1583,2000,10,4,11,sigma,0.04989419106487498
1584,2000,10,4,12,coef,0.057793994670427444
1585,2000,10,4,12,sigma,0.05196105167880307
1586,2000,10,4,13,coef,0.0673785742619765
1587,2000,10,4,13,sigma,0.05339586946682852
1588,2000,10,4,14,coef,0.06561220130925481
1589,2000,10,4,14,sigma,0.055806502757927666
1590,2000,10,4,15,coef,0.06571616103594057
1591,2000,10,4,15,sigma,0.05833398036124471
1592,2000,10,4,16,coef,0.06800512339366184
1593,2000,10,4,16,sigma,0.0589152220266868
1594,2000,10,4,17,coef,0.07993798668013641
1595,2000,10,4,17,sigma,0.05383520951122491
1596,2000,10,4,18,coef,0.06628118859164232
1597,2000,10,4,18,sigma,0.05197725507161315
1598,2000,10,4,19,coef,0.06649129501804776
1599,2000,10,4,19,sigma,0.04477484468632501
1600,2000,20,1,0,coef,0.03544428546485417
1601,2000,20,1,0,sigma,0.05501044594348952
1602,2000,20,1,1,coef,0.03969919812763452
1603,2000,20,1,1,sigma,0.06300185888917721
1604,2000,20,1,2,coef,0.020769812647102575
1605,2000,20,1,2,sigma,0.056762008523029484
1606,2000,20,1,3,coef,0.03076302986023193
1607,2000,20,1,3,sigma,0.048918777593128966
1608,2000,20,1,4,coef,0.03852609406432371
1609,2000,20,1,4,sigma,0.05601634163330452
1610,2000,20,1,5,coef,0.02621098703694085
1611,2000,20,1,5,sigma,0.047332756503574325
1612,2000,20,1,6,coef,0.03538099876475783
1613,2000,20,1,6,sigma,0.052873884722658575
1614,2000,20,1,7,coef,0.03368042926714879
1615,2000,20,1,7,sigma,0.05254464418183096
1616,2000,20,1,8,coef,0.03392300775314599
1617,2000,20,1,8,sigma,0.05259101676829559
1618,2000,20,1,9,coef,0.02993363098166256
1619,2000,20,1,9,sigma,0.053038977276516644
1620,2000,20,1,10,coef,0.04092814376083792
1621,2000,20,1,10,sigma,0.05578089694789554
1622,2000,20,1,11,coef,0.042266979077093744
1623,2000,20,1,11,sigma,0.058248634204535445
1624,2000,20,1,12,coef,0.03470082043510838
1625,2000,20,1,12,sigma,0.047921798876920094
1626,2000,20,1,13,coef,0.048601017943466024
1627,2000,20,1,13,sigma,0.04924708319567419
1628,2000,20,1,14,coef,0.02774834514739967
1629,2000,20,1,14,sigma,0.05443369802052947
1630,2000,20,1,15,coef,0.02775527551299428
1631,2000,20,1,15,sigma,0.04714708713898845
1632,2000,20,1,16,coef,0.03913000415877211
1633,2000,20,1,16,sigma,0.052549107872991226
1634,2000,20,1,17,coef,0.031328479235179146
1635,2000,20,1,17,sigma,0.055974012982952036
1636,2000,20,1,18,coef,0.04508302543828697
1637,2000,20,1,18,sigma,0.05552046576740603
1638,2000,20,1,19,coef,0.03105818629344796
1639,2000,20,1,19,sigma,0.059891782189802054
1640,2000,20,2,0,coef,0.06445430402395598
1641,2000,20,2,0,sigma,0.05460133149367531
1642,2000,20,2,1,coef,0.0476952153025309
1643,2000,20,2,1,sigma,0.05684714100503801
1644,2000,20,2,2,coef,0.044871257497112065
1645,2000,20,2,2,sigma,0.05563813269189208
1646,2000,20,2,3,coef,0.045032695976885626
1647,2000,20,2,3,sigma,0.056489801645485074
1648,2000,20,2,4,coef,0.04650703089841832
1649,2000,20,2,4,sigma,0.054975016891840735
1650,2000,20,2,5,coef,0.04477626449763333
1651,2000,20,2,5,sigma,0.05159763786701621
1652,2000,20,2,6,coef,0.044630877267276985
1653,2000,20,2,6,sigma,0.05295226736474133
1654,2000,20,2,7,coef,0.04972033789851806
1655,2000,20,2,7,sigma,0.05588959337660088
1656,2000,20,2,8,coef,0.05231784444558884
1657,2000,20,2,8,sigma,0.052654578310753423
1658,2000,20,2,9,coef,0.04576967753234238
1659,2000,20,2,9,sigma,0.05914706905935176
1660,2000,20,2,10,coef,0.045484245884085735
1661,2000,20,2,10,sigma,0.0515221074759705
1662,2000,20,2,11,coef,0.04647007853874031
1663,2000,20,2,11,sigma,0.05506292863505918
1664,2000,20,2,12,coef,0.05032038051144364
1665,2000,20,2,12,sigma,0.049488246928018044
1666,2000,20,2,13,coef,0.05724888213850608
1667,2000,20,2,13,sigma,0.056333463195332695
1668,2000,20,2,14,coef,0.03325692504478745
1669,2000,20,2,14,sigma,0.05134644907950879
1670,2000,20,2,15,coef,0.049898649144272236
1671,2000,20,2,15,sigma,0.04767729892547009
1672,2000,20,2,16,coef,0.048248525474569995
1673,2000,20,2,16,sigma,0.04670338475079151
1674,2000,20,2,17,coef,0.04945860054198202
1675,2000,20,2,17,sigma,0.04672617861652655
1676,2000,20,2,18,coef,0.05624195476266153
1677,2000,20,2,18,sigma,0.05522184708801269
1678,2000,20,2,19,coef,0.04457807450527174
1679,2000,20,2,19,sigma,0.05198330433446943
1680,2000,20,3,0,coef,0.05877002529116543
1681,2000,20,3,0,sigma,0.05367440590702961
1682,2000,20,3,1,coef,0.06700657431443646
1683,2000,20,3,1,sigma,0.049637651273048485
1684,2000,20,3,2,coef,0.052117932264826514
1685,2000,20,3,2,sigma,0.05860769125572261
1686,2000,20,3,3,coef,0.05870140706772089
1687,2000,20,3,3,sigma,0.052171048125291525
1688,2000,20,3,4,coef,0.062394790497621845
1689,2000,20,3,4,sigma,0.05424204504245813
1690,2000,20,3,5,coef,0.052323180578618574
1691,2000,20,3,5,sigma,0.04362005099373386
1692,2000,20,3,6,coef,0.05801147667343702
1693,2000,20,3,6,sigma,0.052238456695338165
1694,2000,20,3,7,coef,0.05398297358030804
1695,2000,20,3,7,sigma,0.05028452496630967
1696,2000,20,3,8,coef,0.06183617681025729
1697,2000,20,3,8,sigma,0.04942767262232123
1698,2000,20,3,9,coef,0.04997149063749046
1699,2000,20,3,9,sigma,0.05238599563588962
1700,2000,20,3,10,coef,0.06024055317229333
1701,2000,20,3,10,sigma,0.05165173754477422
1702,2000,20,3,11,coef,0.0662496042939836
1703,2000,20,3,11,sigma,0.05628173607720951
1704,2000,20,3,12,coef,0.061316190674831454
1705,2000,20,3,12,sigma,0.047110247479238164
1706,2000,20,3,13,coef,0.053953223622450176
1707,2000,20,3,13,sigma,0.049756931849886235
1708,2000,20,3,14,coef,0.04738337204219507
1709,2000,20,3,14,sigma,0.051969469359929195
1710,2000,20,3,15,coef,0.05352739876756181
1711,2000,20,3,15,sigma,0.04901390615911778
1712,2000,20,3,16,coef,0.056621823580247976
1713,2000,20,3,16,sigma,0.05142861110331313
1714,2000,20,3,17,coef,0.059810321464342495
1715,2000,20,3,17,sigma,0.05557563559746537
1716,2000,20,3,18,coef,0.06431096036193364
1717,2000,20,3,18,sigma,0.05146684061773753
1718,2000,20,3,19,coef,0.059719788384631343
1719,2000,20,3,19,sigma,0.05345379722474446
1720,2000,20,4,0,coef,0.06503977722197007
1721,2000,20,4,0,sigma,0.051198181935901324
1722,2000,20,4,1,coef,0.06915742036001575
1723,2000,20,4,1,sigma,0.048497546494451045
1724,2000,20,4,2,coef,0.06966107596545688
1725,2000,20,4,2,sigma,0.05862109720902047
1726,2000,20,4,3,coef,0.060173939493689516
1727,2000,20,4,3,sigma,0.0496571137232097
1728,2000,20,4,4,coef,0.06369571036343345
1729,2000,20,4,4,sigma,0.05417575226848268
1730,2000,20,4,5,coef,0.06683979033226238
1731,2000,20,4,5,sigma,0.04714620615100551
1732,2000,20,4,6,coef,0.06589013808434041
1733,2000,20,4,6,sigma,0.05537805042788589
1734,2000,20,4,7,coef,0.0733812890600124
1735,2000,20,4,7,sigma,0.05395324671879066
1736,2000,20,4,8,coef,0.07595492146515956
1737,2000,20,4,8,sigma,0.04694157109449466
1738,2000,20,4,9,coef,0.06449936791501167
1739,2000,20,4,9,sigma,0.04990834721793488
1740,2000,20,4,10,coef,0.07154660890199321
1741,2000,20,4,10,sigma,0.047240556937025606
1742,2000,20,4,11,coef,0.06381359541047352
1743,2000,20,4,11,sigma,0.05525617210803334
1744,2000,20,4,12,coef,0.06549556367708179
1745,2000,20,4,12,sigma,0.044032309390854334
1746,2000,20,4,13,coef,0.0674383911006282
1747,2000,20,4,13,sigma,0.04737139335416291
1748,2000,20,4,14,coef,0.07713014967008813
1749,2000,20,4,14,sigma,0.04701463878388768
1750,2000,20,4,15,coef,0.07656653606732605
1751,2000,20,4,15,sigma,0.04781988497283705
1752,2000,20,4,16,coef,0.07151171560424958
1753,2000,20,4,16,sigma,0.04890595792937779
1754,2000,20,4,17,coef,0.06730664961803424
1755,2000,20,4,17,sigma,0.04914573880362995
1756,2000,20,4,18,coef,0.07063418328814047
1757,2000,20,4,18,sigma,0.055667306133980736
1758,2000,20,4,19,coef,0.0670661906536267
1759,2000,20,4,19,sigma,0.05097682233751446
1760,2000,40,1,0,coef,0.03761624367633768
1761,2000,40,1,0,sigma,0.054033949093397114
1762,2000,40,1,1,coef,0.02825666817993732
1763,2000,40,1,1,sigma,0.05559968268322484
1764,2000,40,1,2,coef,0.035429493471560936
1765,2000,40,1,2,sigma,0.051722168955155315
1766,2000,40,1,3,coef,0.04339062361939469
1767,2000,40,1,3,sigma,0.05123108487870228
1768,2000,40,1,4,coef,0.02799812282512892
1769,2000,40,1,4,sigma,0.054590172916759584
1770,2000,40,1,5,coef,0.02942905890181799
1771,2000,40,1,5,sigma,0.05463911237342549
1772,2000,40,1,6,coef,0.032519404397193134
1773,2000,40,1,6,sigma,0.05251803415885981
1774,2000,40,1,7,coef,0.03380054208995084
1775,2000,40,1,7,sigma,0.05240869958916134
1776,2000,40,1,8,coef,0.023586854611108793
1777,2000,40,1,8,sigma,0.05456826964956334
1778,2000,40,1,9,coef,0.034733504107864785
1779,2000,40,1,9,sigma,0.05071793418766903
1780,2000,40,1,10,coef,0.03505988908848687
1781,2000,40,1,10,sigma,0.051648684451958055
1782,2000,40,1,11,coef,0.026030878105709226
1783,2000,40,1,11,sigma,0.05115564616276055
1784,2000,40,1,12,coef,0.03811999611580416
1785,2000,40,1,12,sigma,0.05528676918931916
1786,2000,40,1,13,coef,0.030133727628899282
1787,2000,40,1,13,sigma,0.05128932839733468
1788,2000,40,1,14,coef,0.03835901017083449
1789,2000,40,1,14,sigma,0.05393318062829082
1790,2000,40,1,15,coef,0.049026227215492955
