,n,p,d,seed,param,RMSE
204,250,20,3,2,coef,0.15149225719609474
205,250,20,3,2,sigma,0.20874020933386386
206,250,20,3,3,coef,0.15943883806839623
207,250,20,3,3,sigma,0.2149495666938396
208,250,20,3,4,coef,0.13832788958457823
209,250,20,3,4,sigma,0.20816715211055686
210,250,20,3,5,coef,0.12161643322144294
211,250,20,3,5,sigma,0.1802726252956662
212,250,20,3,6,coef,0.12775886452616395
213,250,20,3,6,sigma,0.1959818864869206
214,250,20,3,7,coef,0.14768725011701814
215,250,20,3,7,sigma,0.19269405105394408
216,250,20,3,8,coef,0.11011595191151063
217,250,20,3,8,sigma,0.2090119286173233
218,250,20,3,9,coef,0.1598672635235984
219,250,20,3,9,sigma,0.19088309469974515
220,250,20,3,10,coef,0.1298464607650774
221,250,20,3,10,sigma,0.20523571599679996
222,250,20,3,11,coef,0.13306088374553732
223,250,20,3,11,sigma,0.19648288906520578
224,250,20,3,12,coef,0.13925451248873572
225,250,20,3,12,sigma,0.21090517496664882
226,250,20,3,13,coef,0.1298966892333828
227,250,20,3,13,sigma,0.18028447729118668
228,250,20,3,14,coef,0.1186129758278501
229,250,20,3,14,sigma,0.18069034155691077
230,250,20,3,15,coef,0.17001836604977005
231,250,20,3,15,sigma,0.2304466442623552
232,250,20,3,16,coef,0.12760402609333837
233,250,20,3,16,sigma,0.2041078981743583
234,250,20,3,17,coef,0.12796213034932594
235,250,20,3,17,sigma,0.17877168341987143
236,250,20,3,18,coef,0.12855964664310263
237,250,20,3,18,sigma,0.21084531012408336
238,250,20,3,19,coef,0.15674997410748354
239,250,20,3,19,sigma,0.19717633220835515
240,250,40,1,0,coef,0.12825038429364552
241,250,40,1,0,sigma,0.15200621366648515
242,250,40,1,1,coef,0.09898624348798815
243,250,40,1,1,sigma,0.15490966892641386
244,250,40,1,2,coef,0.08225618796035247
245,250,40,1,2,sigma,0.1413012361592344
246,250,40,1,3,coef,0.10018655222154954
247,250,40,1,3,sigma,0.12611418961563067
248,250,40,1,4,coef,0.1184898779321472
249,250,40,1,4,sigma,0.14598656319995829
250,250,40,1,5,coef,0.0858339587252783
251,250,40,1,5,sigma,0.14513777250111995
252,250,40,1,6,coef,0.12857385187198273
253,250,40,1,6,sigma,0.14428806934448343
254,250,40,1,7,coef,0.10588026008210903
255,250,40,1,7,sigma,0.15438215944846423
256,250,40,1,8,coef,0.10526790413357894
257,250,40,1,8,sigma,0.13469237615797586
258,250,40,1,9,coef,0.10546990234991525
259,250,40,1,9,sigma,0.12419229168534898
260,250,40,1,10,coef,0.07481233662246793
261,250,40,1,10,sigma,0.150609542550531
262,250,40,1,11,coef,0.08929561357180972
263,250,40,1,11,sigma,0.1509796285941972
264,250,40,1,12,coef,0.11121172221961513
265,250,40,1,12,sigma,0.138601493639006
266,250,40,1,13,coef,0.0712824981675726
267,250,40,1,13,sigma,0.1428415856094761
268,250,40,1,14,coef,0.08586866889132501
269,250,40,1,14,sigma,0.14988201920101513
270,250,40,1,15,coef,0.11052215952289043
271,250,40,1,15,sigma,0.13988564218127425
272,250,40,1,16,coef,0.08467812026511454
273,250,40,1,16,sigma,0.14615576409348893
274,250,40,1,17,coef,0.11206263194627189
275,250,40,1,17,sigma,0.14421922099337878
276,250,40,1,18,coef,0.07574039317920497
277,250,40,1,18,sigma,0.15402079432602536
278,250,40,1,19,coef,0.12184488802253238
279,250,40,1,19,sigma,0.1403013616112821
280,250,40,2,0,coef,0.16274599146775387
281,250,40,2,0,sigma,0.19391574568998018
282,250,40,2,1,coef,0.15151846912469225
283,250,40,2,1,sigma,0.20376015837539452
284,250,40,2,2,coef,0.15038991131313226
285,250,40,2,2,sigma,0.1635548071490088
286,250,40,2,3,coef,0.1641786169748838
287,250,40,2,3,sigma,0.18323409187773926
288,250,40,2,4,coef,0.14099134771184432
289,250,40,2,4,sigma,0.19377937737435463
290,250,40,2,5,coef,0.14986700255708568
291,250,40,2,5,sigma,0.1869337677498044
292,250,40,2,6,coef,0.1704731582310888
293,250,40,2,6,sigma,0.1719099472677403
294,250,40,2,7,coef,0.18712329915402934
295,250,40,2,7,sigma,0.16202692609852268
296,250,40,2,8,coef,0.16220068046424316
297,250,40,2,8,sigma,0.18332435354842588
298,250,40,2,9,coef,0.1749333492116702
299,250,40,2,9,sigma,0.17438166914937592
300,250,40,2,10,coef,0.1384094605785935
301,250,40,2,10,sigma,0.19041897465624166
302,250,40,2,11,coef,0.16559150814152984
303,250,40,2,11,sigma,0.16927476024751464
304,250,40,2,12,coef,0.17657284850587787
305,250,40,2,12,sigma,0.17549697387662294
306,250,40,2,13,coef,0.1636389055999105
307,250,40,2,13,sigma,0.17192414639320663
308,250,40,2,14,coef,0.17704495139640614
309,250,40,2,14,sigma,0.17814734140436483
310,250,40,2,15,coef,0.1803031305375293
311,250,40,2,15,sigma,0.1876176677314209
312,250,40,2,16,coef,0.1868107744980776
313,250,40,2,16,sigma,0.18185848779288444
314,250,40,2,17,coef,0.17805009432746408
315,250,40,2,17,sigma,0.18735264698229748
316,250,40,2,18,coef,0.17277748997541245
317,250,40,2,18,sigma,0.18316154220900263
318,250,40,2,19,coef,0.17320749641072286
319,250,40,2,19,sigma,0.17911725840229623
320,250,40,3,0,coef,0.14824341953115738
321,250,40,3,0,sigma,0.1708324485051337
322,250,40,3,1,coef,0.13777286902824445
323,250,40,3,1,sigma,0.19901081633203926
324,250,40,3,2,coef,0.12599293297433178
325,250,40,3,2,sigma,0.19878308350158985
326,250,40,3,3,coef,0.13857942890086375
327,250,40,3,3,sigma,0.19796283468964487
328,250,40,3,4,coef,0.1593636549381531
329,250,40,3,4,sigma,0.17884392787037723
330,250,40,3,5,coef,0.13847707044632962
331,250,40,3,5,sigma,0.17791144262959174
332,250,40,3,6,coef,0.13191532206006096
333,250,40,3,6,sigma,0.17268779416830288
334,250,40,3,7,coef,0.13623073987056936
335,250,40,3,7,sigma,0.1946387015139287
336,250,40,3,8,coef,0.15428110638929754
337,250,40,3,8,sigma,0.1848774443543857
338,250,40,3,9,coef,0.13655215459013956
339,250,40,3,9,sigma,0.19653620965077506
340,250,40,3,10,coef,0.131261035219129
341,250,40,3,10,sigma,0.20016567999707863
342,250,40,3,11,coef,0.14267855105193397
343,250,40,3,11,sigma,0.19077594128500586
344,250,40,3,12,coef,0.13735556369503948
345,250,40,3,12,sigma,0.1620018607461006
346,250,40,3,13,coef,0.1363248022709969
347,250,40,3,13,sigma,0.15337542511338967
348,250,40,3,14,coef,0.12858439955709444
349,250,40,3,14,sigma,0.1559302775845786
350,250,40,3,15,coef,0.142739622353125
351,250,40,3,15,sigma,0.17563352024247458
352,250,40,3,16,coef,0.14570600641538742
353,250,40,3,16,sigma,0.1827915544310031
354,250,40,3,17,coef,0.13101965679324995
355,250,40,3,17,sigma,0.18946267110095752
356,250,40,3,18,coef,0.1537303071275028
357,250,40,3,18,sigma,0.17749945052395152
358,250,40,3,19,coef,0.13112266336003983
359,250,40,3,19,sigma,0.16744437505316223
360,500,10,1,0,coef,0.07181596594279739
361,500,10,1,0,sigma,0.09948837376257515
362,500,10,1,1,coef,0.053642170756312973
363,500,10,1,1,sigma,0.10985131940234838
364,500,10,1,2,coef,0.054469584627445194
365,500,10,1,2,sigma,0.09947087642214113
366,500,10,1,3,coef,0.06354102954395478
367,500,10,1,3,sigma,0.1004010949045168
368,500,10,1,4,coef,0.05442716154483467
369,500,10,1,4,sigma,0.1193025396667704
370,500,10,1,5,coef,0.04483549698472221
371,500,10,1,5,sigma,0.11078068533227652
372,500,10,1,6,coef,0.044603669533748495
373,500,10,1,6,sigma,0.10127548997582064
374,500,10,1,7,coef,0.07550972370831822
375,500,10,1,7,sigma,0.09570886397039258
376,500,10,1,8,coef,0.049225885471261124
377,500,10,1,8,sigma,0.12492615878513275
378,500,10,1,9,coef,0.06629902930829927
379,500,10,1,9,sigma,0.09410275663452146
380,500,10,1,10,coef,0.06008841573877118
381,500,10,1,10,sigma,0.12416190115873907
382,500,10,1,11,coef,0.0806905097132099
383,500,10,1,11,sigma,0.11811280164432446
384,500,10,1,12,coef,0.036781344553540075
385,500,10,1,12,sigma,0.12043280067642392
386,500,10,1,13,coef,0.0549885885544263
387,500,10,1,13,sigma,0.10139397213710516
388,500,10,1,14,coef,0.049581188573059654
389,500,10,1,14,sigma,0.11713957622435844
390,500,10,1,15,coef,0.09255601395832808
391,500,10,1,15,sigma,0.12051022903859199
392,500,10,1,16,coef,0.052025743006277915
393,500,10,1,16,sigma,0.1272273539393433
394,500,10,1,17,coef,0.07183343166488593
395,500,10,1,17,sigma,0.10197668992570452
396,500,10,1,18,coef,0.04636134784704339
397,500,10,1,18,sigma,0.11563044196312701
398,500,10,1,19,coef,0.07164577221145813
399,500,10,1,19,sigma,0.1204345368871103
400,500,10,2,0,coef,0.13713906815932916
401,500,10,2,0,sigma,0.14181132184480907
402,500,10,2,1,coef,0.11723248096323928
403,500,10,2,1,sigma,0.1681143242136024
404,500,10,2,2,coef,0.09297597373140497
405,500,10,2,2,sigma,0.1606549898099587
406,500,10,2,3,coef,0.0969945097146796
407,500,10,2,3,sigma,0.16219486042894904
408,500,10,2,4,coef,0.11870424817967233
409,500,10,2,4,sigma,0.16190345647385468
410,500,10,2,5,coef,0.08793187807174582
411,500,10,2,5,sigma,0.15829113070813472
412,500,10,2,6,coef,0.17811485050766598
413,500,10,2,6,sigma,0.1738186254477931
414,500,10,2,7,coef,0.10456409452621282
415,500,10,2,7,sigma,0.13641546537090207
416,500,10,2,8,coef,0.09399645480645961
417,500,10,2,8,sigma,0.1737218145011316
418,500,10,2,9,coef,0.11926809835573597
419,500,10,2,9,sigma,0.17641700135123567
420,500,10,2,10,coef,0.11683709505908438
421,500,10,2,10,sigma,0.182070613956417
422,500,10,2,11,coef,0.15073147851894933
423,500,10,2,11,sigma,0.16025160428462454
424,500,10,2,12,coef,0.08354492467029828
425,500,10,2,12,sigma,0.18245722647043927
426,500,10,2,13,coef,0.10864989935270485
427,500,10,2,13,sigma,0.13431867411451412
428,500,10,2,14,coef,0.09859860804616163
429,500,10,2,14,sigma,0.156313169859918
430,500,10,2,15,coef,0.09837487558216783
431,500,10,2,15,sigma,0.17288626436827134
432,500,10,2,16,coef,0.11513516104713903
433,500,10,2,16,sigma,0.169572163873219
434,500,10,2,17,coef,0.13603683758824708
435,500,10,2,17,sigma,0.16085170531023696
436,500,10,2,18,coef,0.09807804617626492
437,500,10,2,18,sigma,0.17829154517821874
438,500,10,2,19,coef,0.13438188605694937
439,500,10,2,19,sigma,0.17392345992059946
440,500,10,3,0,coef,0.1153973453620262
441,500,10,3,0,sigma,0.16894340728882262
442,500,10,3,1,coef,0.14619752282944373
443,500,10,3,1,sigma,0.17553984038144987
444,500,10,3,2,coef,0.09516370248324489
445,500,10,3,2,sigma,0.1642664994527049
446,500,10,3,3,coef,0.11988600512023288
447,500,10,3,3,sigma,0.19047109391348313
448,500,10,3,4,coef,0.14378427156727439
449,500,10,3,4,sigma,0.17555132721460318
450,500,10,3,5,coef,0.08257258023374744
451,500,10,3,5,sigma,0.14349428807609502
452,500,10,3,6,coef,0.10577688201965466
453,500,10,3,6,sigma,0.17802947234058455
454,500,10,3,7,coef,0.18740524310296566
455,500,10,3,7,sigma,0.16060659289221174
456,500,10,3,8,coef,0.1154168998540816
457,500,10,3,8,sigma,0.1736815125219237
458,500,10,3,9,coef,0.10690588555919593
459,500,10,3,9,sigma,0.1692325957488537
460,500,10,3,10,coef,0.10167668549100246
461,500,10,3,10,sigma,0.17211201007790625
462,500,10,3,11,coef,0.08668114714085473
463,500,10,3,11,sigma,0.15216441462381874
464,500,10,3,12,coef,0.10307949052952183
465,500,10,3,12,sigma,0.16657617161307955
466,500,10,3,13,coef,0.0911891595896206
467,500,10,3,13,sigma,0.16704057063409075
468,500,10,3,14,coef,0.09443891590568018
469,500,10,3,14,sigma,0.14438880026340142
470,500,10,3,15,coef,0.12588979282365012
471,500,10,3,15,sigma,0.18124962539684358
472,500,10,3,16,coef,0.10255072548456075
473,500,10,3,16,sigma,0.17369847624956394
474,500,10,3,17,coef,0.09915659329634569
475,500,10,3,17,sigma,0.14353616835768732
476,500,10,3,18,coef,0.14749142241325433
477,500,10,3,18,sigma,0.17475494817347678
478,500,10,3,19,coef,0.10988546007570904
479,500,10,3,19,sigma,0.17006075206454296
480,500,20,1,0,coef,0.07405877636604247
481,500,20,1,0,sigma,0.11537836806937454
482,500,20,1,1,coef,0.0655598398475924
483,500,20,1,1,sigma,0.11097261967642111
484,500,20,1,2,coef,0.06651117366222904
485,500,20,1,2,sigma,0.0920417746611853
486,500,20,1,3,coef,0.06660553385559322
487,500,20,1,3,sigma,0.0860886500690219
488,500,20,1,4,coef,0.06717044131156719
489,500,20,1,4,sigma,0.10954806336703293
490,500,20,1,5,coef,0.0557724565527911
491,500,20,1,5,sigma,0.09489773285787181
492,500,20,1,6,coef,0.06479334184770062
493,500,20,1,6,sigma,0.09678801619973723
494,500,20,1,7,coef,0.07218164536587261
495,500,20,1,7,sigma,0.1123615331345737
496,500,20,1,8,coef,0.07720469900652534
497,500,20,1,8,sigma,0.10040809287833528
498,500,20,1,9,coef,0.07590649902708065
499,500,20,1,9,sigma,0.09012297160407719
500,500,20,1,10,coef,0.06134216235549969
501,500,20,1,10,sigma,0.11956563639804152
502,500,20,1,11,coef,0.08231510483467108
503,500,20,1,11,sigma,0.11266546284040754
504,500,20,1,12,coef,0.06497191490985423
505,500,20,1,12,sigma,0.10501699534124417
506,500,20,1,13,coef,0.06406835919587883
507,500,20,1,13,sigma,0.11750092102802495
508,500,20,1,14,coef,0.060425344697840375
509,500,20,1,14,sigma,0.11919478355961907
510,500,20,1,15,coef,0.07697754576691754
511,500,20,1,15,sigma,0.10113161448743312
512,500,20,1,16,coef,0.08171328487822754
513,500,20,1,16,sigma,0.11046236813726228
514,500,20,1,17,coef,0.08532788314218484
515,500,20,1,17,sigma,0.09858384377339831
516,500,20,1,18,coef,0.052515497876069406
517,500,20,1,18,sigma,0.10388143313053007
518,500,20,1,19,coef,0.07550798306170294
519,500,20,1,19,sigma,0.10570035340171874
520,500,20,2,0,coef,0.15119098443258613
521,500,20,2,0,sigma,0.160234018752654
522,500,20,2,1,coef,0.1118509596631065
523,500,20,2,1,sigma,0.16520365317687774
524,500,20,2,2,coef,0.12878467050437908
525,500,20,2,2,sigma,0.17173512883924869
526,500,20,2,3,coef,0.13390209940339273
527,500,20,2,3,sigma,0.16566789064102425
528,500,20,2,4,coef,0.06913806855821107
529,500,20,2,4,sigma,0.14726370360121235
530,500,20,2,5,coef,0.13526442994104412
531,500,20,2,5,sigma,0.16525377486366588
532,500,20,2,6,coef,0.11180816012617915
533,500,20,2,6,sigma,0.15908205479022092
534,500,20,2,7,coef,0.12128021384964363
535,500,20,2,7,sigma,0.17403103665133995
536,500,20,2,8,coef,0.11644644287174064
537,500,20,2,8,sigma,0.19278296035223086
538,500,20,2,9,coef,0.10652240949263822
539,500,20,2,9,sigma,0.19818154683077266
540,500,20,2,10,coef,0.13602801348504925
541,500,20,2,10,sigma,0.18116450601719492
542,500,20,2,11,coef,0.08254679666797428
543,500,20,2,11,sigma,0.14063753228541082
544,500,20,2,12,coef,0.10682232842539964
545,500,20,2,12,sigma,0.14422082614594817
546,500,20,2,13,coef,0.15119299081123103
547,500,20,2,13,sigma,0.1750223271721828
548,500,20,2,14,coef,0.14022826902292482
549,500,20,2,14,sigma,0.1685686147437665
550,500,20,2,15,coef,0.132251511515848
551,500,20,2,15,sigma,0.18535642551605552
552,500,20,2,16,coef,0.13645764260982873
553,500,20,2,16,sigma,0.16661902064917056
554,500,20,2,17,coef,0.16778162481739325
555,500,20,2,17,sigma,0.15665951519474275
556,500,20,2,18,coef,0.12311177047567572
557,500,20,2,18,sigma,0.18071487361345095
558,500,20,2,19,coef,0.12026488624138841
559,500,20,2,19,sigma,0.1614045737470886
560,500,20,3,0,coef,0.11003220659153187
561,500,20,3,0,sigma,0.15703229607193778
562,500,20,3,1,coef,0.10450877043995484
563,500,20,3,1,sigma,0.16220048571579535
564,500,20,3,2,coef,0.12205379029025937
565,500,20,3,2,sigma,0.17244826579960643
566,500,20,3,3,coef,0.11098181265128261
567,500,20,3,3,sigma,0.1710220518243151
568,500,20,3,4,coef,0.10686577819556817
569,500,20,3,4,sigma,0.15779331457348905
570,500,20,3,5,coef,0.08810543890397388
571,500,20,3,5,sigma,0.15233751378138255
572,500,20,3,6,coef,0.08827602450937584
573,500,20,3,6,sigma,0.15511349059622753
574,500,20,3,7,coef,0.10239964431538714
575,500,20,3,7,sigma,0.1602159754435706
576,500,20,3,8,coef,0.09100429772059097
577,500,20,3,8,sigma,0.16636830747802392
578,500,20,3,9,coef,0.11307320532649888
579,500,20,3,9,sigma,0.15088271121240635
580,500,20,3,10,coef,0.09183282006357646
581,500,20,3,10,sigma,0.17839469471591218
582,500,20,3,11,coef,0.09096465348458463
583,500,20,3,11,sigma,0.1634628564508034
584,500,20,3,12,coef,0.10519333216537191
585,500,20,3,12,sigma,0.15081067415771643
586,500,20,3,13,coef,0.08455515882060896
587,500,20,3,13,sigma,0.1496625499300319
588,500,20,3,14,coef,0.07401135870709542
589,500,20,3,14,sigma,0.14642932974524853
590,500,20,3,15,coef,0.11113790436202903
591,500,20,3,15,sigma,0.16320842161617807
592,500,20,3,16,coef,0.09604947475767826
593,500,20,3,16,sigma,0.18321285917387445
594,500,20,3,17,coef,0.08767242277573833
595,500,20,3,17,sigma,0.15471809943082876
596,500,20,3,18,coef,0.09590098637433522
597,500,20,3,18,sigma,0.1546198616966985
598,500,20,3,19,coef,0.1020673029742894
599,500,20,3,19,sigma,0.16241217628768748
600,500,40,1,0,coef,0.0776336478897968
601,500,40,1,0,sigma,0.10211034822897634
602,500,40,1,1,coef,0.0716446804073396
603,500,40,1,1,sigma,0.11536834538734357
604,500,40,1,2,coef,0.0559525038431341
605,500,40,1,2,sigma,0.1047468615810151
606,500,40,1,3,coef,0.06881618291214704
607,500,40,1,3,sigma,0.09237608894255038
608,500,40,1,4,coef,0.08215328748483636
609,500,40,1,4,sigma,0.09672267221723405
610,500,40,1,5,coef,0.06212766263438331
611,500,40,1,5,sigma,0.10910599582576842
612,500,40,1,6,coef,0.07259959064288247
613,500,40,1,6,sigma,0.0900989937581893
614,500,40,1,7,coef,0.08216927166273134
615,500,40,1,7,sigma,0.11697182314413174
616,500,40,1,8,coef,0.051097419962796924
617,500,40,1,8,sigma,0.09815299788407482
618,500,40,1,9,coef,0.05971747182799795
