,n,p,d,seed,param,RMSE
619,500,40,1,9,sigma,0.0896591672502818
620,500,40,1,10,coef,0.07479412150424207
621,500,40,1,10,sigma,0.10672345337563433
622,500,40,1,11,coef,0.0559816007237577
623,500,40,1,11,sigma,0.11123450874078081
624,500,40,1,12,coef,0.08997710592668239
625,500,40,1,12,sigma,0.09510941507372245
626,500,40,1,13,coef,0.06562457109704813
627,500,40,1,13,sigma,0.10534234144408874
628,500,40,1,14,coef,0.08157189126846695
629,500,40,1,14,sigma,0.11383117548323886
630,500,40,1,15,coef,0.06842339284730556
631,500,40,1,15,sigma,0.10327683622845579
632,500,40,1,16,coef,0.05268296600791679
633,500,40,1,16,sigma,0.1057015632984499
634,500,40,1,17,coef,0.0661269139864758
635,500,40,1,17,sigma,0.10724552037432383
636,500,40,1,18,coef,0.06947248831576305
637,500,40,1,18,sigma,0.10447390648224852
638,500,40,1,19,coef,0.06267762904207323
639,500,40,1,19,sigma,0.09900080328051973
640,500,40,2,0,coef,0.11987401398510944
641,500,40,2,0,sigma,0.14518137501978334
642,500,40,2,1,coef,0.1102123107218774
643,500,40,2,1,sigma,0.15617117527347574
644,500,40,2,2,coef,0.12577672835641457
645,500,40,2,2,sigma,0.1386375588220617
646,500,40,2,3,coef,0.10837818854023748
647,500,40,2,3,sigma,0.150826309234573
648,500,40,2,4,coef,0.1156870822479433
649,500,40,2,4,sigma,0.13821819201742583
650,500,40,2,5,coef,0.11130932144025323
651,500,40,2,5,sigma,0.1476313323571836
652,500,40,2,6,coef,0.1424672567836014
653,500,40,2,6,sigma,0.14717431994787886
654,500,40,2,7,coef,0.11360271939885337
655,500,40,2,7,sigma,0.1446016461842196
656,500,40,2,8,coef,0.1163126337594018
657,500,40,2,8,sigma,0.14957142801982898
658,500,40,2,9,coef,0.13654993340537755
659,500,40,2,9,sigma,0.14630456004634307
660,500,40,2,10,coef,0.12743786512925112
661,500,40,2,10,sigma,0.15528430856113967
662,500,40,2,11,coef,0.11527735707965482
663,500,40,2,11,sigma,0.15021154842812823
664,500,40,2,12,coef,0.12830752507797366
665,500,40,2,12,sigma,0.1365137159966015
666,500,40,2,13,coef,0.11515425721251567
667,500,40,2,13,sigma,0.14139961687969763
668,500,40,2,14,coef,0.14279590546419382
669,500,40,2,14,sigma,0.13060628155702364
670,500,40,2,15,coef,0.09847420158858693
671,500,40,2,15,sigma,0.1607125332446836
672,500,40,2,16,coef,0.12339508144476068
673,500,40,2,16,sigma,0.13714224827970817
674,500,40,2,17,coef,0.1209911430184292
675,500,40,2,17,sigma,0.1529762235023943
676,500,40,2,18,coef,0.1276846863768655
677,500,40,2,18,sigma,0.14665625612682603
678,500,40,2,19,coef,0.10694463652727342
679,500,40,2,19,sigma,0.1514759423408371
680,500,40,3,0,coef,0.0968906526581181
681,500,40,3,0,sigma,0.13326969407322262
682,500,40,3,1,coef,0.1024645397541701
683,500,40,3,1,sigma,0.1588126615279539
684,500,40,3,2,coef,0.10507475196025211
685,500,40,3,2,sigma,0.15852055664815376
686,500,40,3,3,coef,0.10415745990847797
687,500,40,3,3,sigma,0.15742488683184258
688,500,40,3,4,coef,0.11621891583684521
689,500,40,3,4,sigma,0.14110947163203935
690,500,40,3,5,coef,0.10914556743151888
691,500,40,3,5,sigma,0.14389777108190036
692,500,40,3,6,coef,0.09382350423330735
693,500,40,3,6,sigma,0.1424171950235474
694,500,40,3,7,coef,0.09456169938014983
695,500,40,3,7,sigma,0.14156309333349687
696,500,40,3,8,coef,0.08828691000862184
697,500,40,3,8,sigma,0.14397101411889124
698,500,40,3,9,coef,0.10199000249500328
699,500,40,3,9,sigma,0.15454049400085498
700,500,40,3,10,coef,0.1077143304996167
701,500,40,3,10,sigma,0.14746179987291444
702,500,40,3,11,coef,0.09748508593432245
703,500,40,3,11,sigma,0.157441970071852
704,500,40,3,12,coef,0.11024192879764917
705,500,40,3,12,sigma,0.12363662378626958
706,500,40,3,13,coef,0.1113442941041158
707,500,40,3,13,sigma,0.13395155770491957
708,500,40,3,14,coef,0.10912408236978863
709,500,40,3,14,sigma,0.11729427833440473
710,500,40,3,15,coef,0.09055572615102615
711,500,40,3,15,sigma,0.15441220262858932
712,500,40,3,16,coef,0.11090088599218527
713,500,40,3,16,sigma,0.15345558862188172
714,500,40,3,17,coef,0.09738060902854728
715,500,40,3,17,sigma,0.15023735687459713
716,500,40,3,18,coef,0.10792094189551102
717,500,40,3,18,sigma,0.1438084115533809
718,500,40,3,19,coef,0.09066816658146008
719,500,40,3,19,sigma,0.13536987908131967
720,1000,10,1,0,coef,0.05754662602603066
721,1000,10,1,0,sigma,0.07785129101719444
722,1000,10,1,1,coef,0.052920076747041564
723,1000,10,1,1,sigma,0.09299623243790273
724,1000,10,1,2,coef,0.05006840469697605
725,1000,10,1,2,sigma,0.07799314918377878
726,1000,10,1,3,coef,0.054369228468013384
727,1000,10,1,3,sigma,0.08171835773580764
728,1000,10,1,4,coef,0.03397075684163788
729,1000,10,1,4,sigma,0.08801228971660077
730,1000,10,1,5,coef,0.04500204015574893
731,1000,10,1,5,sigma,0.07696763436340796
732,1000,10,1,6,coef,0.0210171167388172
733,1000,10,1,6,sigma,0.06589520308622805
734,1000,10,1,7,coef,0.059021304600062316
735,1000,10,1,7,sigma,0.07178517996200773
736,1000,10,1,8,coef,0.0666064986713401
737,1000,10,1,8,sigma,0.08477651865263847
738,1000,10,1,9,coef,0.04156149977270588
739,1000,10,1,9,sigma,0.06300009233743133
740,1000,10,1,10,coef,0.03560040687159651
741,1000,10,1,10,sigma,0.0868870782711416
742,1000,10,1,11,coef,0.062039213918282994
743,1000,10,1,11,sigma,0.09842833731253085
744,1000,10,1,12,coef,0.03480865882339416
745,1000,10,1,12,sigma,0.07199702976191469
746,1000,10,1,13,coef,0.042853640183776937
747,1000,10,1,13,sigma,0.07427113604831194
748,1000,10,1,14,coef,0.02908730358159649
749,1000,10,1,14,sigma,0.07366218902650462
750,1000,10,1,15,coef,0.04681755609361602
751,1000,10,1,15,sigma,0.08274139791303747
752,1000,10,1,16,coef,0.046193330326813505
753,1000,10,1,16,sigma,0.0825198403272248
754,1000,10,1,17,coef,0.06128431544702742
755,1000,10,1,17,sigma,0.08172029450764418
756,1000,10,1,18,coef,0.034139274515948906
757,1000,10,1,18,sigma,0.06874630636951326
758,1000,10,1,19,coef,0.05785270050457969
759,1000,10,1,19,sigma,0.08269527406657957
760,1000,10,2,0,coef,0.08111597327450086
761,1000,10,2,0,sigma,0.12724846999319084
762,1000,10,2,1,coef,0.07718378512601001
763,1000,10,2,1,sigma,0.14351277720274364
764,1000,10,2,2,coef,0.07605935610017643
765,1000,10,2,2,sigma,0.1465790503856668
766,1000,10,2,3,coef,0.07463672105051253
767,1000,10,2,3,sigma,0.1485003317374661
768,1000,10,2,4,coef,0.04705544786361284
769,1000,10,2,4,sigma,0.12394577689797973
770,1000,10,2,5,coef,0.06776138416140678
771,1000,10,2,5,sigma,0.1280577148634219
772,1000,10,2,6,coef,0.1439675002193104
773,1000,10,2,6,sigma,0.14679448752352292
774,1000,10,2,7,coef,0.08226614842642876
775,1000,10,2,7,sigma,0.13541931126326748
776,1000,10,2,8,coef,0.0826165757174183
777,1000,10,2,8,sigma,0.15004991717291724
778,1000,10,2,9,coef,0.07876420590667624
779,1000,10,2,9,sigma,0.14208085633639697
780,1000,10,2,10,coef,0.10630464224369943
781,1000,10,2,10,sigma,0.18143998412256734
782,1000,10,2,11,coef,0.13006458567913595
783,1000,10,2,11,sigma,0.15472881378148468
784,1000,10,2,12,coef,0.08886399784555911
785,1000,10,2,12,sigma,0.1390347257934622
786,1000,10,2,13,coef,0.07768136276010568
787,1000,10,2,13,sigma,0.11573165401745306
788,1000,10,2,14,coef,0.06993829906699735
789,1000,10,2,14,sigma,0.1148385735513901
790,1000,10,2,15,coef,0.08534661866269383
791,1000,10,2,15,sigma,0.14487930760973544
792,1000,10,2,16,coef,0.08199383123172913
793,1000,10,2,16,sigma,0.14029609032471135
794,1000,10,2,17,coef,0.09084774567681968
795,1000,10,2,17,sigma,0.13261738059451303
796,1000,10,2,18,coef,0.10135008242320857
797,1000,10,2,18,sigma,0.13718988925355252
798,1000,10,2,19,coef,0.12497408347158323
799,1000,10,2,19,sigma,0.13828701065456048
800,1000,10,3,0,coef,0.09245763191139594
801,1000,10,3,0,sigma,0.14949183914044187
802,1000,10,3,1,coef,0.13393172614733176
803,1000,10,3,1,sigma,0.16001053198455786
804,1000,10,3,2,coef,0.07692204892413683
805,1000,10,3,2,sigma,0.1515156446176361
806,1000,10,3,3,coef,0.10742004254743193
807,1000,10,3,3,sigma,0.1722827116937147
808,1000,10,3,4,coef,0.12375721137699669
809,1000,10,3,4,sigma,0.14636210481600823
810,1000,10,3,5,coef,0.06312286920586127
811,1000,10,3,5,sigma,0.12817946053075555
812,1000,10,3,6,coef,0.09830710812065688
813,1000,10,3,6,sigma,0.14776556104053915
814,1000,10,3,7,coef,0.1280590664917111
815,1000,10,3,7,sigma,0.15874886099812835
816,1000,10,3,8,coef,0.07458345117873263
817,1000,10,3,8,sigma,0.14651096487412893
818,1000,10,3,9,coef,0.08186180350471323
819,1000,10,3,9,sigma,0.13199818694972817
820,1000,10,3,10,coef,0.06755020769264816
821,1000,10,3,10,sigma,0.1542419190464373
822,1000,10,3,11,coef,0.08330007596221213
823,1000,10,3,11,sigma,0.14089166273143577
824,1000,10,3,12,coef,0.07725956797229754
825,1000,10,3,12,sigma,0.12517819180354892
826,1000,10,3,13,coef,0.07848261381362275
827,1000,10,3,13,sigma,0.1380188123783746
828,1000,10,3,14,coef,0.06599180359510583
829,1000,10,3,14,sigma,0.1315291208123996
830,1000,10,3,15,coef,0.09195196576933944
831,1000,10,3,15,sigma,0.1477260539406281
832,1000,10,3,16,coef,0.08588011074166346
833,1000,10,3,16,sigma,0.14462719680002617
834,1000,10,3,17,coef,0.08742496026204064
835,1000,10,3,17,sigma,0.13803650713419444
836,1000,10,3,18,coef,0.11911290948627516
837,1000,10,3,18,sigma,0.16064928622207136
838,1000,10,3,19,coef,0.07692975061980194
839,1000,10,3,19,sigma,0.1393432443912359
840,1000,20,1,0,coef,0.05191639587449561
841,1000,20,1,0,sigma,0.0830610392599449
842,1000,20,1,1,coef,0.05964575186004713
843,1000,20,1,1,sigma,0.07612777170903041
844,1000,20,1,2,coef,0.03379950081111866
845,1000,20,1,2,sigma,0.07617468982993851
846,1000,20,1,3,coef,0.043877637525425825
847,1000,20,1,3,sigma,0.07077886291128582
848,1000,20,1,4,coef,0.04361380820422098
849,1000,20,1,4,sigma,0.08006801855958309
850,1000,20,1,5,coef,0.03919635601311838
851,1000,20,1,5,sigma,0.07344741309823126
852,1000,20,1,6,coef,0.04669896060487471
853,1000,20,1,6,sigma,0.07076010895385569
854,1000,20,1,7,coef,0.06603896679890078
855,1000,20,1,7,sigma,0.09032106997832738
856,1000,20,1,8,coef,0.030053858882418655
857,1000,20,1,8,sigma,0.0702508457976009
858,1000,20,1,9,coef,0.03838525302700645
859,1000,20,1,9,sigma,0.0796178983754518
860,1000,20,1,10,coef,0.057903794354017886
861,1000,20,1,10,sigma,0.08502887535830031
862,1000,20,1,11,coef,0.05628309764166001
863,1000,20,1,11,sigma,0.07786912793101136
864,1000,20,1,12,coef,0.049091937036246966
865,1000,20,1,12,sigma,0.07003101912726536
866,1000,20,1,13,coef,0.05451804065062173
867,1000,20,1,13,sigma,0.07510049229389341
868,1000,20,1,14,coef,0.047734740888844135
869,1000,20,1,14,sigma,0.0833077474401727
870,1000,20,1,15,coef,0.05626229510707213
871,1000,20,1,15,sigma,0.06771465162488363
872,1000,20,1,16,coef,0.05150055774500732
873,1000,20,1,16,sigma,0.085077649105458
874,1000,20,1,17,coef,0.04865465981284855
875,1000,20,1,17,sigma,0.0772046283904593
876,1000,20,1,18,coef,0.051425849960407784
877,1000,20,1,18,sigma,0.08108179640784263
878,1000,20,1,19,coef,0.03831719881367844
879,1000,20,1,19,sigma,0.07330325441082713
880,1000,20,2,0,coef,0.10281940023507836
881,1000,20,2,0,sigma,0.1471437001196703
882,1000,20,2,1,coef,0.08488329013534249
883,1000,20,2,1,sigma,0.148940519406932
884,1000,20,2,2,coef,0.10517613065534089
885,1000,20,2,2,sigma,0.16496406164931848
886,1000,20,2,3,coef,0.07803013356955145
887,1000,20,2,3,sigma,0.1477990573528305
888,1000,20,2,4,coef,0.053586592823967015
889,1000,20,2,4,sigma,0.12482103367976538
890,1000,20,2,5,coef,0.1137691136426442
891,1000,20,2,5,sigma,0.14597574790115997
892,1000,20,2,6,coef,0.08971010886059355
893,1000,20,2,6,sigma,0.14979261192400012
894,1000,20,2,7,coef,0.08232635745542285
895,1000,20,2,7,sigma,0.15201755449654916
896,1000,20,2,8,coef,0.09751858230801473
897,1000,20,2,8,sigma,0.16316579938265074
898,1000,20,2,9,coef,0.09488167802077763
899,1000,20,2,9,sigma,0.18403321231476158
900,1000,20,2,10,coef,0.10347312865600279
901,1000,20,2,10,sigma,0.15073333184833693
902,1000,20,2,11,coef,0.06243896074898856
903,1000,20,2,11,sigma,0.1265856926072863
904,1000,20,2,12,coef,0.07797858146555871
905,1000,20,2,12,sigma,0.12758810400455206
906,1000,20,2,13,coef,0.09570948631214109
907,1000,20,2,13,sigma,0.15992226669204412
908,1000,20,2,14,coef,0.0940885167241748
909,1000,20,2,14,sigma,0.13488488218410147
910,1000,20,2,15,coef,0.09513971663067185
911,1000,20,2,15,sigma,0.17140694160726797
912,1000,20,2,16,coef,0.10650509238293579
913,1000,20,2,16,sigma,0.1484501700412315
914,1000,20,2,17,coef,0.09444929182940709
915,1000,20,2,17,sigma,0.1257502133580974
916,1000,20,2,18,coef,0.10222365289303867
917,1000,20,2,18,sigma,0.1622200935161221
918,1000,20,2,19,coef,0.08008376359719374
919,1000,20,2,19,sigma,0.13391044199103663
920,1000,20,3,0,coef,0.08016371132742717
921,1000,20,3,0,sigma,0.14393788278669667
922,1000,20,3,1,coef,0.08220395914819051
923,1000,20,3,1,sigma,0.14962803001297903
924,1000,20,3,2,coef,0.11857279091932559
925,1000,20,3,2,sigma,0.15389323025442528
926,1000,20,3,3,coef,0.08326868865992841
927,1000,20,3,3,sigma,0.16304945984519773
928,1000,20,3,4,coef,0.08892480421022772
929,1000,20,3,4,sigma,0.14256824844404908
930,1000,20,3,5,coef,0.07465377289225097
931,1000,20,3,5,sigma,0.1324745402862698
932,1000,20,3,6,coef,0.07378435868758736
933,1000,20,3,6,sigma,0.15069561666619521
934,1000,20,3,7,coef,0.06745338683670933
935,1000,20,3,7,sigma,0.1505226317357784
936,1000,20,3,8,coef,0.063526050833592
937,1000,20,3,8,sigma,0.13198028016703398
938,1000,20,3,9,coef,0.06849124556152673
939,1000,20,3,9,sigma,0.14849885297007365
940,1000,20,3,10,coef,0.07190283362919858
941,1000,20,3,10,sigma,0.145978550021386
942,1000,20,3,11,coef,0.07227290495252664
943,1000,20,3,11,sigma,0.1414842330050196
944,1000,20,3,12,coef,0.08411660221388348
945,1000,20,3,12,sigma,0.12778188945144345
946,1000,20,3,13,coef,0.06982895396441222
947,1000,20,3,13,sigma,0.13799876623430674
948,1000,20,3,14,coef,0.05968827359144254
949,1000,20,3,14,sigma,0.12823264438636292
950,1000,20,3,15,coef,0.07700051199162991
951,1000,20,3,15,sigma,0.1534221053098816
952,1000,20,3,16,coef,0.06725163769959613
953,1000,20,3,16,sigma,0.14454510397298728
954,1000,20,3,17,coef,0.07231687160666615
955,1000,20,3,17,sigma,0.1362281704826161
956,1000,20,3,18,coef,0.08412959957803155
957,1000,20,3,18,sigma,0.14443593821910453
958,1000,20,3,19,coef,0.07436397817811236
959,1000,20,3,19,sigma,0.14389484253616577
960,1000,40,1,0,coef,0.05664017562730299
961,1000,40,1,0,sigma,0.07428603027534485
962,1000,40,1,1,coef,0.038084734877658226
963,1000,40,1,1,sigma,0.07868051589464913
964,1000,40,1,2,coef,0.04111942439556935
965,1000,40,1,2,sigma,0.07497417693921744
966,1000,40,1,3,coef,0.05988210340071223
967,1000,40,1,3,sigma,0.06838316058080063
968,1000,40,1,4,coef,0.052985337921732455
969,1000,40,1,4,sigma,0.07808024458497534
970,1000,40,1,5,coef,0.0375121886729365
971,1000,40,1,5,sigma,0.07003103462240995
972,1000,40,1,6,coef,0.048077635105715374
973,1000,40,1,6,sigma,0.06615660278590474
974,1000,40,1,7,coef,0.0475406048587671
975,1000,40,1,7,sigma,0.07033770840375726
976,1000,40,1,8,coef,0.03650988978810768
977,1000,40,1,8,sigma,0.0732085070058254
978,1000,40,1,9,coef,0.03988269274367552
979,1000,40,1,9,sigma,0.06851363575882127
980,1000,40,1,10,coef,0.04400767232775993
981,1000,40,1,10,sigma,0.0749999821220508
982,1000,40,1,11,coef,0.04513109731537782
983,1000,40,1,11,sigma,0.07144210162801151
984,1000,40,1,12,coef,0.05582657856022177
985,1000,40,1,12,sigma,0.06745785409492129
986,1000,40,1,13,coef,0.04878752650077006
987,1000,40,1,13,sigma,0.07622537758153144
988,1000,40,1,14,coef,0.06178917231512061
989,1000,40,1,14,sigma,0.0735515532138741
990,1000,40,1,15,coef,0.05990119890253981
991,1000,40,1,15,sigma,0.06862127180061661
992,1000,40,1,16,coef,0.05307337243403142
993,1000,40,1,16,sigma,0.0726314477970395
994,1000,40,1,17,coef,0.04781833439177323
995,1000,40,1,17,sigma,0.0730358162292651
996,1000,40,1,18,coef,0.06907670930306978
997,1000,40,1,18,sigma,0.07821098205456498
998,1000,40,1,19,coef,0.05263634663787511
999,1000,40,1,19,sigma,0.07301489465736095
1000,1000,40,2,0,coef,0.09042664712540688
1001,1000,40,2,0,sigma,0.13576790626253804
1002,1000,40,2,1,coef,0.07893625166771437
1003,1000,40,2,1,sigma,0.12059245472934443
1004,1000,40,2,2,coef,0.09067194158335051
1005,1000,40,2,2,sigma,0.11471412888097071
1006,1000,40,2,3,coef,0.07464344854122297
1007,1000,40,2,3,sigma,0.13970434682742602
1008,1000,40,2,4,coef,0.09747999513305934
1009,1000,40,2,4,sigma,0.13099985454200175
1010,1000,40,2,5,coef,0.0761281359429399
1011,1000,40,2,5,sigma,0.12023354287723811
1012,1000,40,2,6,coef,0.08809611153552561
1013,1000,40,2,6,sigma,0.12497484222829185
1014,1000,40,2,7,coef,0.08545384032670587
1015,1000,40,2,7,sigma,0.11784118821016422
1016,1000,40,2,8,coef,0.0870934645311365
1017,1000,40,2,8,sigma,0.11326655337335545
1018,1000,40,2,9,coef,0.1014920147888891
1019,1000,40,2,9,sigma,0.11779115132149685
1020,1000,40,2,10,coef,0.09121151811345667
1021,1000,40,2,10,sigma,0.13523444463494005
1022,1000,40,2,11,coef,0.08350143978096815
1023,1000,40,2,11,sigma,0.1324732524208196
1024,1000,40,2,12,coef,0.09611435531101772
1025,1000,40,2,12,sigma,0.1185772738926067
1026,1000,40,2,13,coef,0.07895560210470813
1027,1000,40,2,13,sigma,0.11442207341849613
1028,1000,40,2,14,coef,0.11172573758704019
1029,1000,40,2,14,sigma,0.11054079835518925
1030,1000,40,2,15,coef,0.0768388024174194
1031,1000,40,2,15,sigma,0.12269353465142478
1032,1000,40,2,16,coef,0.079917543095314
1033,1000,40,2,16,sigma,0.13070510662237025
1034,1000,40,2,17,coef,0.09311335182774029
1035,1000,40,2,17,sigma,0.13012643431432447
1036,1000,40,2,18,coef,0.10439560253226826
1037,1000,40,2,18,sigma,0.1125564794688246
1038,1000,40,2,19,coef,0.0839558237074688
1039,1000,40,2,19,sigma,0.1386919471015485
1040,1000,40,3,0,coef,0.0692315356779892
1041,1000,40,3,0,sigma,0.12475736029571076
1042,1000,40,3,1,coef,0.07059337463466941
1043,1000,40,3,1,sigma,0.12427964721312482
1044,1000,40,3,2,coef,0.07922001761204606
1045,1000,40,3,2,sigma,0.1309374824258758
1046,1000,40,3,3,coef,0.09017204050484942
1047,1000,40,3,3,sigma,0.14927326197904178
1048,1000,40,3,4,coef,0.09497688470847944
1049,1000,40,3,4,sigma,0.12560573679211293
1050,1000,40,3,5,coef,0.07367777619628534
1051,1000,40,3,5,sigma,0.11630294706176378
1052,1000,40,3,6,coef,0.07535091969059497
1053,1000,40,3,6,sigma,0.11855245280039253
1054,1000,40,3,7,coef,0.07315389466310772
1055,1000,40,3,7,sigma,0.12299964581197945
1056,1000,40,3,8,coef,0.0791082869086831
1057,1000,40,3,8,sigma,0.12134564652317985
1058,1000,40,3,9,coef,0.09067992141990927
1059,1000,40,3,9,sigma,0.12098748708581639
1060,1000,40,3,10,coef,0.08046580110011568
1061,1000,40,3,10,sigma,0.12794173379710858
1062,1000,40,3,11,coef,0.06311644634642054
1063,1000,40,3,11,sigma,0.13162647649433526
1064,1000,40,3,12,coef,0.06283559517408452
1065,1000,40,3,12,sigma,0.11319474558072001
1066,1000,40,3,13,coef,0.08106199305493997
1067,1000,40,3,13,sigma,0.119966074317725
1068,1000,40,3,14,coef,0.07793998509523137
1069,1000,40,3,14,sigma,0.1067227982053102
1070,1000,40,3,15,coef,0.07182697553091648
1071,1000,40,3,15,sigma,0.11510517714928709
1072,1000,40,3,16,coef,0.087997712928171
1073,1000,40,3,16,sigma,0.13778028297093659
1074,1000,40,3,17,coef,0.07723085990613121
1075,1000,40,3,17,sigma,0.13009765259359354
1076,1000,40,3,18,coef,0.08108731100011675
1077,1000,40,3,18,sigma,0.11822086916910657
1078,1000,40,3,19,coef,0.07449437386689207
1079,1000,40,3,19,sigma,0.11460297893772965
1080,2000,10,1,0,coef,0.03926648120596576
1081,2000,10,1,0,sigma,0.06242604787800326
1082,2000,10,1,1,coef,0.03399475560851327
1083,2000,10,1,1,sigma,0.07186992204154162
1084,2000,10,1,2,coef,0.036881694312480603
1085,2000,10,1,2,sigma,0.06615039611972744
1086,2000,10,1,3,coef,0.045709673706431184
1087,2000,10,1,3,sigma,0.05289805872415384
1088,2000,10,1,4,coef,0.0266456120599954
1089,2000,10,1,4,sigma,0.053067900138452855
1090,2000,10,1,5,coef,0.03124193260563813
1091,2000,10,1,5,sigma,0.06333814524769228
1092,2000,10,1,6,coef,0.031450146609771655
1093,2000,10,1,6,sigma,0.057692915462639924
1094,2000,10,1,7,coef,0.04470997876408785
1095,2000,10,1,7,sigma,0.06069057649116503
1096,2000,10,1,8,coef,0.028590850556143053
1097,2000,10,1,8,sigma,0.059429078794030706
1098,2000,10,1,9,coef,0.018894131663440106
1099,2000,10,1,9,sigma,0.06093147977902541
1100,2000,10,1,10,coef,0.036032682854997625
1101,2000,10,1,10,sigma,0.04986454049228661
1102,2000,10,1,11,coef,0.04385797373849829
1103,2000,10,1,11,sigma,0.053505924527502864
1104,2000,10,1,12,coef,0.041232560967193174
1105,2000,10,1,12,sigma,0.05551718907367713
1106,2000,10,1,13,coef,0.043995684211192376
1107,2000,10,1,13,sigma,0.05421025427812173
1108,2000,10,1,14,coef,0.03958277493891289
1109,2000,10,1,14,sigma,0.05919514351519164
1110,2000,10,1,15,coef,0.03435182928250753
1111,2000,10,1,15,sigma,0.0631857720024346
1112,2000,10,1,16,coef,0.03408489529531035
1113,2000,10,1,16,sigma,0.053963231781052064
1114,2000,10,1,17,coef,0.041901299992438516
1115,2000,10,1,17,sigma,0.060767385033870594
1116,2000,10,1,18,coef,0.03487771905519548
1117,2000,10,1,18,sigma,0.04623658688049057
1118,2000,10,1,19,coef,0.030925680745764947
1119,2000,10,1,19,sigma,0.05720918881802706
1120,2000,10,2,0,coef,0.06800641630019234
1121,2000,10,2,0,sigma,0.11413401808854638
1122,2000,10,2,1,coef,0.05507876365065201
1123,2000,10,2,1,sigma,0.1383269955968892
1124,2000,10,2,2,coef,0.06596419394481008
1125,2000,10,2,2,sigma,0.13115894612713422
1126,2000,10,2,3,coef,0.055076515268203494
1127,2000,10,2,3,sigma,0.13594083072099802
1128,2000,10,2,4,coef,0.06949873671294023
1129,2000,10,2,4,sigma,0.10336423022094704
1130,2000,10,2,5,coef,0.060196551968183916
1131,2000,10,2,5,sigma,0.12454555236011487
1132,2000,10,2,6,coef,0.1433345731828804
1133,2000,10,2,6,sigma,0.14242120582769366
1134,2000,10,2,7,coef,0.06690756386167937
1135,2000,10,2,7,sigma,0.1356746906627061
1136,2000,10,2,8,coef,0.07803606184687689
1137,2000,10,2,8,sigma,0.1354704937323629
1138,2000,10,2,9,coef,0.08410701535143396
1139,2000,10,2,9,sigma,0.13456958471186492
1140,2000,10,2,10,coef,0.09996231597993153
1141,2000,10,2,10,sigma,0.1453738011091348
1142,2000,10,2,11,coef,0.097500195322663
1143,2000,10,2,11,sigma,0.14362379642388098
1144,2000,10,2,12,coef,0.07113585513586167
1145,2000,10,2,12,sigma,0.1371670119907056
1146,2000,10,2,13,coef,0.06869996439280376
1147,2000,10,2,13,sigma,0.11639236835355701
1148,2000,10,2,14,coef,0.06271713442306184
1149,2000,10,2,14,sigma,0.10504031919973161
1150,2000,10,2,15,coef,0.05869907118036199
1151,2000,10,2,15,sigma,0.12819180220907983
1152,2000,10,2,16,coef,0.0834984214332056
1153,2000,10,2,16,sigma,0.12522429537225457
1154,2000,10,2,17,coef,0.07648785573493633
1155,2000,10,2,17,sigma,0.11881037495318073
1156,2000,10,2,18,coef,0.07719271081674028
1157,2000,10,2,18,sigma,0.13149437193999472
1158,2000,10,2,19,coef,0.09221123889306625
1159,2000,10,2,19,sigma,0.13053622008724955
1160,2000,10,3,0,coef,0.07613841349866043
1161,2000,10,3,0,sigma,0.13783738372700932
1162,2000,10,3,1,coef,0.10413454808211893
1163,2000,10,3,1,sigma,0.1434928373721257
1164,2000,10,3,2,coef,0.06194204267913298
1165,2000,10,3,2,sigma,0.14294159133112808
1166,2000,10,3,3,coef,0.08931326310275903
1167,2000,10,3,3,sigma,0.14658119498771893
1168,2000,10,3,4,coef,0.10786011569429968
1169,2000,10,3,4,sigma,0.13936435140613407
1170,2000,10,3,5,coef,0.06684084365948088
1171,2000,10,3,5,sigma,0.12923957930070892
1172,2000,10,3,6,coef,0.09184233586635093
1173,2000,10,3,6,sigma,0.14028205526340212
1174,2000,10,3,7,coef,0.09027276287438754
1175,2000,10,3,7,sigma,0.1402660430036342
1176,2000,10,3,8,coef,0.06253887850739108
1177,2000,10,3,8,sigma,0.13089151141389
1178,2000,10,3,9,coef,0.053446064676708094
1179,2000,10,3,9,sigma,0.12741057259340233
1180,2000,10,3,10,coef,0.08200147433886346
1181,2000,10,3,10,sigma,0.13068384552260243
1182,2000,10,3,11,coef,0.07629824749719157
1183,2000,10,3,11,sigma,0.1342339007628156
1184,2000,10,3,12,coef,0.0621582354626986
1185,2000,10,3,12,sigma,0.11419404855895955
1186,2000,10,3,13,coef,0.07125762275054644
1187,2000,10,3,13,sigma,0.14032481473313801
1188,2000,10,3,14,coef,0.05245922697925708
1189,2000,10,3,14,sigma,0.1263686289232519
1190,2000,10,3,15,coef,0.08793129555690442
1191,2000,10,3,15,sigma,0.15067937246214305
1192,2000,10,3,16,coef,0.06530989980113328
1193,2000,10,3,16,sigma,0.11895970248990999
1194,2000,10,3,17,coef,0.06347195345400326
1195,2000,10,3,17,sigma,0.13418887424893644
1196,2000,10,3,18,coef,0.10733701954921648
1197,2000,10,3,18,sigma,0.1453461674363308
1198,2000,10,3,19,coef,0.06329138147876806
1199,2000,10,3,19,sigma,0.12444991244164821
1200,2000,20,1,0,coef,0.03544428546485417
1201,2000,20,1,0,sigma,0.05501044594348952
1202,2000,20,1,1,coef,0.03969919812763452
1203,2000,20,1,1,sigma,0.06300185888917721
1204,2000,20,1,2,coef,0.020769812647102575
1205,2000,20,1,2,sigma,0.056762008523029484
1206,2000,20,1,3,coef,0.03076302986023193
1207,2000,20,1,3,sigma,0.048918777593128966
1208,2000,20,1,4,coef,0.03852609406432371
