,n,p,d,seed,method,Coverage
1192,1000,20,2,16,Sandwich,0.8
1193,1000,20,2,16,Variational Fisher,0.075
1194,1000,20,2,17,Sandwich,0.9
1195,1000,20,2,17,Variational Fisher,0.2
1196,1000,20,2,18,Sandwich,0.975
1197,1000,20,2,18,Variational Fisher,0.175
1198,1000,20,2,19,Sandwich,0.9
1199,1000,20,2,19,Variational Fisher,0.125
1200,1000,20,3,0,Sandwich,0.9
1201,1000,20,3,0,Variational Fisher,0.16666666666666666
1202,1000,20,3,1,Sandwich,0.8333333333333334
1203,1000,20,3,1,Variational Fisher,0.2
1204,1000,20,3,2,Sandwich,0.9
1205,1000,20,3,2,Variational Fisher,0.16666666666666666
1206,1000,20,3,3,Sandwich,0.8666666666666667
1207,1000,20,3,3,Variational Fisher,0.16666666666666666
1208,1000,20,3,4,Sandwich,0.9166666666666666
1209,1000,20,3,4,Variational Fisher,0.23333333333333334
1210,1000,20,3,5,Sandwich,0.8833333333333333
1211,1000,20,3,5,Variational Fisher,0.15
1212,1000,20,3,6,Sandwich,0.8666666666666667
1213,1000,20,3,6,Variational Fisher,0.18333333333333332
1214,1000,20,3,7,Sandwich,0.9166666666666666
1215,1000,20,3,7,Variational Fisher,0.2
1216,1000,20,3,8,Sandwich,0.9166666666666666
1217,1000,20,3,8,Variational Fisher,0.11666666666666667
1218,1000,20,3,9,Sandwich,0.9
1219,1000,20,3,9,Variational Fisher,0.23333333333333334
1220,1000,20,3,10,Sandwich,0.95
1221,1000,20,3,10,Variational Fisher,0.16666666666666666
1222,1000,20,3,11,Sandwich,0.8
1223,1000,20,3,11,Variational Fisher,0.21666666666666667
1224,1000,20,3,12,Sandwich,0.8666666666666667
1225,1000,20,3,12,Variational Fisher,0.2
1226,1000,20,3,13,Sandwich,0.9333333333333333
1227,1000,20,3,13,Variational Fisher,0.13333333333333333
1228,1000,20,3,14,Sandwich,0.9
1229,1000,20,3,14,Variational Fisher,0.26666666666666666
1230,1000,20,3,15,Sandwich,0.9
1231,1000,20,3,15,Variational Fisher,0.31666666666666665
1232,1000,20,3,16,Sandwich,0.8833333333333333
1233,1000,20,3,16,Variational Fisher,0.23333333333333334
1234,1000,20,3,17,Sandwich,0.8666666666666667
1235,1000,20,3,17,Variational Fisher,0.21666666666666667
1236,1000,20,3,18,Sandwich,0.9166666666666666
1237,1000,20,3,18,Variational Fisher,0.21666666666666667
1238,1000,20,3,19,Sandwich,0.8833333333333333
1239,1000,20,3,19,Variational Fisher,0.18333333333333332
1240,1000,20,4,0,Sandwich,0.925
1241,1000,20,4,0,Variational Fisher,0.1375
1242,1000,20,4,1,Sandwich,0.85
1243,1000,20,4,1,Variational Fisher,0.175
1244,1000,20,4,2,Sandwich,0.7875
1245,1000,20,4,2,Variational Fisher,0.175
1246,1000,20,4,3,Sandwich,0.9
1247,1000,20,4,3,Variational Fisher,0.25
1248,1000,20,4,4,Sandwich,0.925
1249,1000,20,4,4,Variational Fisher,0.15
1250,1000,20,4,5,Sandwich,0.8625
1251,1000,20,4,5,Variational Fisher,0.25
1252,1000,20,4,6,Sandwich,0.875
1253,1000,20,4,6,Variational Fisher,0.1625
1254,1000,20,4,7,Sandwich,0.8875
1255,1000,20,4,7,Variational Fisher,0.2375
1256,1000,20,4,8,Sandwich,0.9375
1257,1000,20,4,8,Variational Fisher,0.25
1258,1000,20,4,9,Sandwich,0.9375
1259,1000,20,4,9,Variational Fisher,0.25
1260,1000,20,4,10,Sandwich,0.75
1261,1000,20,4,10,Variational Fisher,0.15
1262,1000,20,4,11,Sandwich,0.8375
1263,1000,20,4,11,Variational Fisher,0.225
1264,1000,20,4,12,Sandwich,0.9375
1265,1000,20,4,12,Variational Fisher,0.2
1266,1000,20,4,13,Sandwich,0.8625
1267,1000,20,4,13,Variational Fisher,0.1875
1268,1000,20,4,14,Sandwich,0.8625
1269,1000,20,4,14,Variational Fisher,0.2375
1270,1000,20,4,15,Sandwich,0.7875
1271,1000,20,4,15,Variational Fisher,0.1625
1272,1000,20,4,16,Sandwich,0.8125
1273,1000,20,4,16,Variational Fisher,0.2
1274,1000,20,4,17,Sandwich,0.925
1275,1000,20,4,17,Variational Fisher,0.175
1276,1000,20,4,18,Sandwich,0.875
1277,1000,20,4,18,Variational Fisher,0.2
1278,1000,20,4,19,Sandwich,0.9
1279,1000,20,4,19,Variational Fisher,0.2625
1280,1000,40,1,0,Sandwich,0.9
1281,1000,40,1,0,Variational Fisher,0.125
1282,1000,40,1,1,Sandwich,0.925
1283,1000,40,1,1,Variational Fisher,0.275
1284,1000,40,1,2,Sandwich,0.975
1285,1000,40,1,2,Variational Fisher,0.275
1286,1000,40,1,3,Sandwich,0.8
1287,1000,40,1,3,Variational Fisher,0.125
1288,1000,40,1,4,Sandwich,0.875
1289,1000,40,1,4,Variational Fisher,0.175
1290,1000,40,1,5,Sandwich,0.95
1291,1000,40,1,5,Variational Fisher,0.175
1292,1000,40,1,6,Sandwich,0.9
1293,1000,40,1,6,Variational Fisher,0.25
1294,1000,40,1,7,Sandwich,0.925
1295,1000,40,1,7,Variational Fisher,0.075
1296,1000,40,1,8,Sandwich,1.0
1297,1000,40,1,8,Variational Fisher,0.275
1298,1000,40,1,9,Sandwich,0.925
1299,1000,40,1,9,Variational Fisher,0.25
1300,1000,40,1,10,Sandwich,0.9
1301,1000,40,1,10,Variational Fisher,0.175
1302,1000,40,1,11,Sandwich,0.925
1303,1000,40,1,11,Variational Fisher,0.175
1304,1000,40,1,12,Sandwich,0.875
1305,1000,40,1,12,Variational Fisher,0.125
1306,1000,40,1,13,Sandwich,0.9
1307,1000,40,1,13,Variational Fisher,0.2
1308,1000,40,1,14,Sandwich,0.85
1309,1000,40,1,14,Variational Fisher,0.1
1310,1000,40,1,15,Sandwich,0.9
1311,1000,40,1,15,Variational Fisher,0.1
1312,1000,40,1,16,Sandwich,0.9
1313,1000,40,1,16,Variational Fisher,0.125
1314,1000,40,1,17,Sandwich,0.925
1315,1000,40,1,17,Variational Fisher,0.15
1316,1000,40,1,18,Sandwich,0.875
1317,1000,40,1,18,Variational Fisher,0.075
1318,1000,40,1,19,Sandwich,0.9
1319,1000,40,1,19,Variational Fisher,0.175
1320,1000,40,2,0,Sandwich,0.7875
1321,1000,40,2,0,Variational Fisher,0.075
1322,1000,40,2,1,Sandwich,0.95
1323,1000,40,2,1,Variational Fisher,0.2375
1324,1000,40,2,2,Sandwich,0.9
1325,1000,40,2,2,Variational Fisher,0.2
1326,1000,40,2,3,Sandwich,0.825
1327,1000,40,2,3,Variational Fisher,0.225
1328,1000,40,2,4,Sandwich,0.925
1329,1000,40,2,4,Variational Fisher,0.2
1330,1000,40,2,5,Sandwich,0.925
1331,1000,40,2,5,Variational Fisher,0.25
1332,1000,40,2,6,Sandwich,0.875
1333,1000,40,2,6,Variational Fisher,0.1875
1334,1000,40,2,7,Sandwich,0.8625
1335,1000,40,2,7,Variational Fisher,0.1375
1336,1000,40,2,8,Sandwich,0.9
1337,1000,40,2,8,Variational Fisher,0.2
1338,1000,40,2,9,Sandwich,0.8625
1339,1000,40,2,9,Variational Fisher,0.1875
1340,1000,40,2,10,Sandwich,0.9
1341,1000,40,2,10,Variational Fisher,0.0875
1342,1000,40,2,11,Sandwich,0.75
1343,1000,40,2,11,Variational Fisher,0.125
1344,1000,40,2,12,Sandwich,0.8625
1345,1000,40,2,12,Variational Fisher,0.1125
1346,1000,40,2,13,Sandwich,0.8125
1347,1000,40,2,13,Variational Fisher,0.2
1348,1000,40,2,14,Sandwich,0.9125
1349,1000,40,2,14,Variational Fisher,0.1625
1350,1000,40,2,15,Sandwich,0.9
1351,1000,40,2,15,Variational Fisher,0.25
1352,1000,40,2,16,Sandwich,0.925
1353,1000,40,2,16,Variational Fisher,0.2375
1354,1000,40,2,17,Sandwich,0.875
1355,1000,40,2,17,Variational Fisher,0.275
1356,1000,40,2,18,Sandwich,0.85
1357,1000,40,2,18,Variational Fisher,0.15
1358,1000,40,2,19,Sandwich,0.85
1359,1000,40,2,19,Variational Fisher,0.2
1360,1000,40,3,0,Sandwich,0.8833333333333333
1361,1000,40,3,0,Variational Fisher,0.16666666666666666
1362,1000,40,3,1,Sandwich,0.8833333333333333
1363,1000,40,3,1,Variational Fisher,0.19166666666666668
1364,1000,40,3,2,Sandwich,0.9583333333333334
1365,1000,40,3,2,Variational Fisher,0.25
1366,1000,40,3,3,Sandwich,0.8166666666666667
1367,1000,40,3,3,Variational Fisher,0.25833333333333336
1368,1000,40,3,4,Sandwich,0.875
1369,1000,40,3,4,Variational Fisher,0.18333333333333332
1370,1000,40,3,5,Sandwich,0.8833333333333333
1371,1000,40,3,5,Variational Fisher,0.21666666666666667
1372,1000,40,3,6,Sandwich,0.8666666666666667
1373,1000,40,3,6,Variational Fisher,0.175
1374,1000,40,3,7,Sandwich,0.8083333333333333
1375,1000,40,3,7,Variational Fisher,0.225
1376,1000,40,3,8,Sandwich,0.95
1377,1000,40,3,8,Variational Fisher,0.275
1378,1000,40,3,9,Sandwich,0.9083333333333333
1379,1000,40,3,9,Variational Fisher,0.2916666666666667
1380,1000,40,3,10,Sandwich,0.85
1381,1000,40,3,10,Variational Fisher,0.21666666666666667
1382,1000,40,3,11,Sandwich,0.8916666666666667
1383,1000,40,3,11,Variational Fisher,0.21666666666666667
1384,1000,40,3,12,Sandwich,0.8
1385,1000,40,3,12,Variational Fisher,0.20833333333333334
1386,1000,40,3,13,Sandwich,0.9
1387,1000,40,3,13,Variational Fisher,0.26666666666666666
1388,1000,40,3,14,Sandwich,0.875
1389,1000,40,3,14,Variational Fisher,0.13333333333333333
1390,1000,40,3,15,Sandwich,0.9166666666666666
1391,1000,40,3,15,Variational Fisher,0.175
1392,1000,40,3,16,Sandwich,0.8166666666666667
1393,1000,40,3,16,Variational Fisher,0.19166666666666668
1394,1000,40,3,17,Sandwich,0.9
1395,1000,40,3,17,Variational Fisher,0.18333333333333332
1396,1000,40,3,18,Sandwich,0.825
1397,1000,40,3,18,Variational Fisher,0.15
1398,1000,40,3,19,Sandwich,0.825
1399,1000,40,3,19,Variational Fisher,0.20833333333333334
1400,1000,40,4,0,Sandwich,0.85625
1401,1000,40,4,0,Variational Fisher,0.25625
1402,1000,40,4,1,Sandwich,0.90625
1403,1000,40,4,1,Variational Fisher,0.2125
1404,1000,40,4,2,Sandwich,0.925
1405,1000,40,4,2,Variational Fisher,0.29375
1406,1000,40,4,3,Sandwich,0.76875
1407,1000,40,4,3,Variational Fisher,0.2
1408,1000,40,4,4,Sandwich,0.8375
1409,1000,40,4,4,Variational Fisher,0.19375
1410,1000,40,4,5,Sandwich,0.9
1411,1000,40,4,5,Variational Fisher,0.2875
1412,1000,40,4,6,Sandwich,0.88125
1413,1000,40,4,6,Variational Fisher,0.2
1414,1000,40,4,7,Sandwich,0.88125
1415,1000,40,4,7,Variational Fisher,0.26875
1416,1000,40,4,8,Sandwich,0.8625
1417,1000,40,4,8,Variational Fisher,0.19375
1418,1000,40,4,9,Sandwich,0.7875
1419,1000,40,4,9,Variational Fisher,0.1625
1420,1000,40,4,10,Sandwich,0.8375
1421,1000,40,4,10,Variational Fisher,0.19375
1422,1000,40,4,11,Sandwich,0.8375
1423,1000,40,4,11,Variational Fisher,0.1625
1424,1000,40,4,12,Sandwich,0.83125
1425,1000,40,4,12,Variational Fisher,0.28125
1426,1000,40,4,13,Sandwich,0.75
1427,1000,40,4,13,Variational Fisher,0.24375
1428,1000,40,4,14,Sandwich,0.85
1429,1000,40,4,14,Variational Fisher,0.19375
1430,1000,40,4,15,Sandwich,0.8875
1431,1000,40,4,15,Variational Fisher,0.25
1432,1000,40,4,16,Sandwich,0.8
1433,1000,40,4,16,Variational Fisher,0.15625
1434,1000,40,4,17,Sandwich,0.84375
1435,1000,40,4,17,Variational Fisher,0.2
1436,1000,40,4,18,Sandwich,0.8
1437,1000,40,4,18,Variational Fisher,0.20625
1438,1000,40,4,19,Sandwich,0.83125
1439,1000,40,4,19,Variational Fisher,0.20625
1440,2000,10,1,0,Sandwich,0.8
1441,2000,10,1,0,Variational Fisher,0.2
1442,2000,10,1,1,Sandwich,0.9
1443,2000,10,1,1,Variational Fisher,0.4
1444,2000,10,1,2,Sandwich,0.9
1445,2000,10,1,2,Variational Fisher,0.1
1446,2000,10,1,3,Sandwich,0.9
1447,2000,10,1,3,Variational Fisher,0.4
1448,2000,10,1,4,Sandwich,1.0
1449,2000,10,1,4,Variational Fisher,0.3
1450,2000,10,1,5,Sandwich,1.0
1451,2000,10,1,5,Variational Fisher,0.2
1452,2000,10,1,6,Sandwich,1.0
1453,2000,10,1,6,Variational Fisher,0.2
1454,2000,10,1,7,Sandwich,0.9
1455,2000,10,1,7,Variational Fisher,0.2
1456,2000,10,1,8,Sandwich,1.0
1457,2000,10,1,8,Variational Fisher,0.4
1458,2000,10,1,9,Sandwich,1.0
1459,2000,10,1,9,Variational Fisher,0.2
1460,2000,10,1,10,Sandwich,1.0
1461,2000,10,1,10,Variational Fisher,0.1
1462,2000,10,1,11,Sandwich,0.9
1463,2000,10,1,11,Variational Fisher,0.0
1464,2000,10,1,12,Sandwich,0.9
1465,2000,10,1,12,Variational Fisher,0.2
1466,2000,10,1,13,Sandwich,0.8
1467,2000,10,1,13,Variational Fisher,0.2
1468,2000,10,1,14,Sandwich,1.0
1469,2000,10,1,14,Variational Fisher,0.1
1470,2000,10,1,15,Sandwich,0.9
1471,2000,10,1,15,Variational Fisher,0.3
1472,2000,10,1,16,Sandwich,0.9
1473,2000,10,1,16,Variational Fisher,0.0
1474,2000,10,1,17,Sandwich,0.8
1475,2000,10,1,17,Variational Fisher,0.1
1476,2000,10,1,18,Sandwich,1.0
1477,2000,10,1,18,Variational Fisher,0.0
1478,2000,10,1,19,Sandwich,1.0
1479,2000,10,1,19,Variational Fisher,0.3
1480,2000,10,2,0,Sandwich,0.95
1481,2000,10,2,0,Variational Fisher,0.25
1482,2000,10,2,1,Sandwich,0.95
1483,2000,10,2,1,Variational Fisher,0.25
1484,2000,10,2,2,Sandwich,1.0
1485,2000,10,2,2,Variational Fisher,0.15
1486,2000,10,2,3,Sandwich,0.9
1487,2000,10,2,3,Variational Fisher,0.15
1488,2000,10,2,4,Sandwich,0.9
1489,2000,10,2,4,Variational Fisher,0.15
1490,2000,10,2,5,Sandwich,0.95
1491,2000,10,2,5,Variational Fisher,0.15
1492,2000,10,2,6,Sandwich,1.0
1493,2000,10,2,6,Variational Fisher,0.2
1494,2000,10,2,7,Sandwich,0.9
1495,2000,10,2,7,Variational Fisher,0.25
1496,2000,10,2,8,Sandwich,0.9
1497,2000,10,2,8,Variational Fisher,0.3
1498,2000,10,2,9,Sandwich,0.9
1499,2000,10,2,9,Variational Fisher,0.35
1500,2000,10,2,10,Sandwich,1.0
1501,2000,10,2,10,Variational Fisher,0.3
1502,2000,10,2,11,Sandwich,0.65
1503,2000,10,2,11,Variational Fisher,0.1
1504,2000,10,2,12,Sandwich,0.8
1505,2000,10,2,12,Variational Fisher,0.1
1506,2000,10,2,13,Sandwich,0.9
1507,2000,10,2,13,Variational Fisher,0.05
1508,2000,10,2,14,Sandwich,0.6
1509,2000,10,2,14,Variational Fisher,0.15
1510,2000,10,2,15,Sandwich,0.9
1511,2000,10,2,15,Variational Fisher,0.2
1512,2000,10,2,16,Sandwich,0.95
1513,2000,10,2,16,Variational Fisher,0.1
1514,2000,10,2,17,Sandwich,0.9
1515,2000,10,2,17,Variational Fisher,0.35
1516,2000,10,2,18,Sandwich,0.9
1517,2000,10,2,18,Variational Fisher,0.4
1518,2000,10,2,19,Sandwich,0.95
1519,2000,10,2,19,Variational Fisher,0.1
1520,2000,10,3,0,Sandwich,0.9
1521,2000,10,3,0,Variational Fisher,0.26666666666666666
1522,2000,10,3,1,Sandwich,0.9
1523,2000,10,3,1,Variational Fisher,0.23333333333333334
1524,2000,10,3,2,Sandwich,0.9
1525,2000,10,3,2,Variational Fisher,0.1
1526,2000,10,3,3,Sandwich,0.9333333333333333
1527,2000,10,3,3,Variational Fisher,0.13333333333333333
1528,2000,10,3,4,Sandwich,0.9666666666666667
1529,2000,10,3,4,Variational Fisher,0.23333333333333334
1530,2000,10,3,5,Sandwich,0.8666666666666667
1531,2000,10,3,5,Variational Fisher,0.23333333333333334
1532,2000,10,3,6,Sandwich,0.9333333333333333
1533,2000,10,3,6,Variational Fisher,0.16666666666666666
1534,2000,10,3,7,Sandwich,0.8666666666666667
1535,2000,10,3,7,Variational Fisher,0.13333333333333333
1536,2000,10,3,8,Sandwich,0.9333333333333333
1537,2000,10,3,8,Variational Fisher,0.3333333333333333
1538,2000,10,3,9,Sandwich,0.9666666666666667
1539,2000,10,3,9,Variational Fisher,0.2
1540,2000,10,3,10,Sandwich,0.8666666666666667
1541,2000,10,3,10,Variational Fisher,0.26666666666666666
1542,2000,10,3,11,Sandwich,0.8333333333333334
1543,2000,10,3,11,Variational Fisher,0.1
1544,2000,10,3,12,Sandwich,0.9
1545,2000,10,3,12,Variational Fisher,0.16666666666666666
1546,2000,10,3,13,Sandwich,0.9333333333333333
1547,2000,10,3,13,Variational Fisher,0.23333333333333334
1548,2000,10,3,14,Sandwich,0.9666666666666667
1549,2000,10,3,14,Variational Fisher,0.23333333333333334
1550,2000,10,3,15,Sandwich,0.9666666666666667
1551,2000,10,3,15,Variational Fisher,0.16666666666666666
1552,2000,10,3,16,Sandwich,0.7666666666666667
1553,2000,10,3,16,Variational Fisher,0.16666666666666666
1554,2000,10,3,17,Sandwich,0.9333333333333333
1555,2000,10,3,17,Variational Fisher,0.16666666666666666
1556,2000,10,3,18,Sandwich,0.9333333333333333
1557,2000,10,3,18,Variational Fisher,0.13333333333333333
1558,2000,10,3,19,Sandwich,0.9333333333333333
1559,2000,10,3,19,Variational Fisher,0.3
1560,2000,10,4,0,Sandwich,0.95
1561,2000,10,4,0,Variational Fisher,0.225
1562,2000,10,4,1,Sandwich,0.95
1563,2000,10,4,1,Variational Fisher,0.1
1564,2000,10,4,2,Sandwich,0.9
1565,2000,10,4,2,Variational Fisher,0.2
1566,2000,10,4,3,Sandwich,0.9
1567,2000,10,4,3,Variational Fisher,0.25
1568,2000,10,4,4,Sandwich,0.975
1569,2000,10,4,4,Variational Fisher,0.25
1570,2000,10,4,5,Sandwich,0.925
1571,2000,10,4,5,Variational Fisher,0.175
1572,2000,10,4,6,Sandwich,0.925
1573,2000,10,4,6,Variational Fisher,0.275
1574,2000,10,4,7,Sandwich,0.925
1575,2000,10,4,7,Variational Fisher,0.275
1576,2000,10,4,8,Sandwich,0.975
1577,2000,10,4,8,Variational Fisher,0.2
1578,2000,10,4,9,Sandwich,0.925
1579,2000,10,4,9,Variational Fisher,0.125
1580,2000,10,4,10,Sandwich,0.85
1581,2000,10,4,10,Variational Fisher,0.15
1582,2000,10,4,11,Sandwich,0.925
1583,2000,10,4,11,Variational Fisher,0.1
1584,2000,10,4,12,Sandwich,0.975
1585,2000,10,4,12,Variational Fisher,0.2
1586,2000,10,4,13,Sandwich,0.95
1587,2000,10,4,13,Variational Fisher,0.125
1588,2000,10,4,14,Sandwich,0.95
1589,2000,10,4,14,Variational Fisher,0.125
1590,2000,10,4,15,Sandwich,0.875
1591,2000,10,4,15,Variational Fisher,0.25
1592,2000,10,4,16,Sandwich,0.95
1593,2000,10,4,16,Variational Fisher,0.2
1594,2000,10,4,17,Sandwich,0.9
1595,2000,10,4,17,Variational Fisher,0.075
1596,2000,10,4,18,Sandwich,0.975
1597,2000,10,4,18,Variational Fisher,0.25
1598,2000,10,4,19,Sandwich,0.85
1599,2000,10,4,19,Variational Fisher,0.15
1600,2000,20,1,0,Sandwich,0.95
1601,2000,20,1,0,Variational Fisher,0.15
1602,2000,20,1,1,Sandwich,0.95
1603,2000,20,1,1,Variational Fisher,0.1
1604,2000,20,1,2,Sandwich,1.0
1605,2000,20,1,2,Variational Fisher,0.2
1606,2000,20,1,3,Sandwich,0.95
1607,2000,20,1,3,Variational Fisher,0.2
1608,2000,20,1,4,Sandwich,0.9
1609,2000,20,1,4,Variational Fisher,0.05
1610,2000,20,1,5,Sandwich,0.95
1611,2000,20,1,5,Variational Fisher,0.25
1612,2000,20,1,6,Sandwich,0.95
1613,2000,20,1,6,Variational Fisher,0.15
1614,2000,20,1,7,Sandwich,0.95
1615,2000,20,1,7,Variational Fisher,0.25
1616,2000,20,1,8,Sandwich,1.0
1617,2000,20,1,8,Variational Fisher,0.15
1618,2000,20,1,9,Sandwich,1.0
1619,2000,20,1,9,Variational Fisher,0.2
1620,2000,20,1,10,Sandwich,0.85
1621,2000,20,1,10,Variational Fisher,0.1
1622,2000,20,1,11,Sandwich,0.85
1623,2000,20,1,11,Variational Fisher,0.1
1624,2000,20,1,12,Sandwich,1.0
1625,2000,20,1,12,Variational Fisher,0.15
1626,2000,20,1,13,Sandwich,0.9
1627,2000,20,1,13,Variational Fisher,0.1
1628,2000,20,1,14,Sandwich,0.95
1629,2000,20,1,14,Variational Fisher,0.2
1630,2000,20,1,15,Sandwich,1.0
1631,2000,20,1,15,Variational Fisher,0.2
1632,2000,20,1,16,Sandwich,0.9
1633,2000,20,1,16,Variational Fisher,0.2
1634,2000,20,1,17,Sandwich,0.9
1635,2000,20,1,17,Variational Fisher,0.1
1636,2000,20,1,18,Sandwich,0.9
1637,2000,20,1,18,Variational Fisher,0.05
1638,2000,20,1,19,Sandwich,1.0
1639,2000,20,1,19,Variational Fisher,0.25
1640,2000,20,2,0,Sandwich,0.8
1641,2000,20,2,0,Variational Fisher,0.175
1642,2000,20,2,1,Sandwich,0.85
1643,2000,20,2,1,Variational Fisher,0.325
1644,2000,20,2,2,Sandwich,0.875
1645,2000,20,2,2,Variational Fisher,0.2
1646,2000,20,2,3,Sandwich,0.925
1647,2000,20,2,3,Variational Fisher,0.325
1648,2000,20,2,4,Sandwich,1.0
1649,2000,20,2,4,Variational Fisher,0.225
1650,2000,20,2,5,Sandwich,0.95
1651,2000,20,2,5,Variational Fisher,0.25
1652,2000,20,2,6,Sandwich,0.875
1653,2000,20,2,6,Variational Fisher,0.1
1654,2000,20,2,7,Sandwich,0.975
1655,2000,20,2,7,Variational Fisher,0.15
1656,2000,20,2,8,Sandwich,0.9
1657,2000,20,2,8,Variational Fisher,0.1
1658,2000,20,2,9,Sandwich,0.85
1659,2000,20,2,9,Variational Fisher,0.2
1660,2000,20,2,10,Sandwich,0.975
1661,2000,20,2,10,Variational Fisher,0.15
1662,2000,20,2,11,Sandwich,0.9
1663,2000,20,2,11,Variational Fisher,0.1
1664,2000,20,2,12,Sandwich,0.85
1665,2000,20,2,12,Variational Fisher,0.15
1666,2000,20,2,13,Sandwich,0.875
1667,2000,20,2,13,Variational Fisher,0.15
1668,2000,20,2,14,Sandwich,1.0
1669,2000,20,2,14,Variational Fisher,0.3
1670,2000,20,2,15,Sandwich,0.875
1671,2000,20,2,15,Variational Fisher,0.225
1672,2000,20,2,16,Sandwich,0.9
1673,2000,20,2,16,Variational Fisher,0.25
1674,2000,20,2,17,Sandwich,0.9
1675,2000,20,2,17,Variational Fisher,0.175
1676,2000,20,2,18,Sandwich,0.925
1677,2000,20,2,18,Variational Fisher,0.25
1678,2000,20,2,19,Sandwich,0.925
1679,2000,20,2,19,Variational Fisher,0.25
1680,2000,20,3,0,Sandwich,0.8833333333333333
1681,2000,20,3,0,Variational Fisher,0.23333333333333334
1682,2000,20,3,1,Sandwich,0.8166666666666667
1683,2000,20,3,1,Variational Fisher,0.2
1684,2000,20,3,2,Sandwich,0.9
1685,2000,20,3,2,Variational Fisher,0.26666666666666666
1686,2000,20,3,3,Sandwich,0.9166666666666666
1687,2000,20,3,3,Variational Fisher,0.23333333333333334
1688,2000,20,3,4,Sandwich,0.8833333333333333
1689,2000,20,3,4,Variational Fisher,0.15
1690,2000,20,3,5,Sandwich,0.9333333333333333
1691,2000,20,3,5,Variational Fisher,0.21666666666666667
1692,2000,20,3,6,Sandwich,0.9166666666666666
1693,2000,20,3,6,Variational Fisher,0.23333333333333334
1694,2000,20,3,7,Sandwich,0.9833333333333333
1695,2000,20,3,7,Variational Fisher,0.3
1696,2000,20,3,8,Sandwich,0.85
1697,2000,20,3,8,Variational Fisher,0.06666666666666667
1698,2000,20,3,9,Sandwich,0.9333333333333333
1699,2000,20,3,9,Variational Fisher,0.25
1700,2000,20,3,10,Sandwich,0.8833333333333333
1701,2000,20,3,10,Variational Fisher,0.13333333333333333
1702,2000,20,3,11,Sandwich,0.7833333333333333
1703,2000,20,3,11,Variational Fisher,0.15
1704,2000,20,3,12,Sandwich,0.9
1705,2000,20,3,12,Variational Fisher,0.21666666666666667
1706,2000,20,3,13,Sandwich,0.9
1707,2000,20,3,13,Variational Fisher,0.2
1708,2000,20,3,14,Sandwich,0.95
1709,2000,20,3,14,Variational Fisher,0.26666666666666666
1710,2000,20,3,15,Sandwich,0.9333333333333333
1711,2000,20,3,15,Variational Fisher,0.2
1712,2000,20,3,16,Sandwich,0.9166666666666666
1713,2000,20,3,16,Variational Fisher,0.15
1714,2000,20,3,17,Sandwich,0.8666666666666667
1715,2000,20,3,17,Variational Fisher,0.18333333333333332
1716,2000,20,3,18,Sandwich,0.8833333333333333
1717,2000,20,3,18,Variational Fisher,0.23333333333333334
1718,2000,20,3,19,Sandwich,0.8166666666666667
1719,2000,20,3,19,Variational Fisher,0.21666666666666667
1720,2000,20,4,0,Sandwich,0.8875
1721,2000,20,4,0,Variational Fisher,0.225
1722,2000,20,4,1,Sandwich,0.85
1723,2000,20,4,1,Variational Fisher,0.2
1724,2000,20,4,2,Sandwich,0.8625
1725,2000,20,4,2,Variational Fisher,0.225
1726,2000,20,4,3,Sandwich,0.95
1727,2000,20,4,3,Variational Fisher,0.2
1728,2000,20,4,4,Sandwich,0.9
1729,2000,20,4,4,Variational Fisher,0.225
1730,2000,20,4,5,Sandwich,0.9
1731,2000,20,4,5,Variational Fisher,0.15
1732,2000,20,4,6,Sandwich,0.9125
1733,2000,20,4,6,Variational Fisher,0.225
1734,2000,20,4,7,Sandwich,0.825
1735,2000,20,4,7,Variational Fisher,0.225
1736,2000,20,4,8,Sandwich,0.85
1737,2000,20,4,8,Variational Fisher,0.175
1738,2000,20,4,9,Sandwich,0.8625
1739,2000,20,4,9,Variational Fisher,0.25
1740,2000,20,4,10,Sandwich,0.8625
1741,2000,20,4,10,Variational Fisher,0.2
1742,2000,20,4,11,Sandwich,0.8875
1743,2000,20,4,11,Variational Fisher,0.2125
1744,2000,20,4,12,Sandwich,0.8625
1745,2000,20,4,12,Variational Fisher,0.1375
1746,2000,20,4,13,Sandwich,0.9125
1747,2000,20,4,13,Variational Fisher,0.225
1748,2000,20,4,14,Sandwich,0.8
1749,2000,20,4,14,Variational Fisher,0.2
1750,2000,20,4,15,Sandwich,0.8125
1751,2000,20,4,15,Variational Fisher,0.125
1752,2000,20,4,16,Sandwich,0.8625
1753,2000,20,4,16,Variational Fisher,0.2125
1754,2000,20,4,17,Sandwich,0.95
1755,2000,20,4,17,Variational Fisher,0.2
1756,2000,20,4,18,Sandwich,0.8625
1757,2000,20,4,18,Variational Fisher,0.2375
1758,2000,20,4,19,Sandwich,0.875
1759,2000,20,4,19,Variational Fisher,0.175
1760,2000,40,1,0,Sandwich,0.9
1761,2000,40,1,0,Variational Fisher,0.15
1762,2000,40,1,1,Sandwich,0.925
1763,2000,40,1,1,Variational Fisher,0.275
1764,2000,40,1,2,Sandwich,0.95
1765,2000,40,1,2,Variational Fisher,0.225
1766,2000,40,1,3,Sandwich,0.9
1767,2000,40,1,3,Variational Fisher,0.125
1768,2000,40,1,4,Sandwich,1.0
1769,2000,40,1,4,Variational Fisher,0.175
1770,2000,40,1,5,Sandwich,0.95
1771,2000,40,1,5,Variational Fisher,0.15
